구매_ID,구매_날짜,구매자_ID,상품_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액
2019-01-020038-1,2019-01-02,0038,S2,199,T,신용카드," 1,990,000 "
2019-01-020014-1,2019-01-02,0014,A4,500,T,신용카드," 2,500,000 "
2019-01-020049-1,2019-01-02,0049,W4,200,F,계좌이체," 100,000 "
2019-01-020007-1,2019-01-02,0007,W4,100,F,계좌이체," 50,000 "
2019-01-020083-1,2019-01-02,0083,W2,30,F,신용카드," 2,250,000 "
2019-01-020023-1,2019-01-02,0023,S4,100,F,신용카드," 3,500,000 "
2019-01-020014-2,2019-01-02,0014,W5,200,F,카카오페이," 800,000 "
2019-01-020023-2,2019-01-02,0023,A4,109,T,신용카드," 545,000 "
2019-01-020056-1,2019-01-02,0056,W2,70,F,신용카드," 5,250,000 "
2019-01-020069-1,2019-01-02,0069,S1,100,T,카카오페이," 150,000 "
2019-01-020075-2,2019-01-02,0075,A4,75,T,신용카드," 375,000 "
2019-01-020020-1,2019-01-02,0020,W4,59,F,계좌이체," 29,500 "
2019-01-020063-1,2019-01-02,0063,A4,150,T,계좌이체," 750,000 "
2019-01-020026-1,2019-01-02,0026,S2,54,T,신용카드," 540,000 "
2019-01-020029-1,2019-01-02,0029,W3,33,T,신용카드," 1,650,000 "
2019-01-020056-2,2019-01-02,0056,S2,40,F,카카오페이," 400,000 "
2019-01-020002-1,2019-01-02,0002,S2,200,F,신용카드," 2,000,000 "
2019-01-020078-1,2019-01-02,0078,A4,159,T,계좌이체," 795,000 "
2019-01-020069-2,2019-01-02,0069,W6,150,F,신용카드," 6,750,000 "
2019-01-020063-2,2019-01-02,0063,W5,26,F,계좌이체," 104,000 "
2019-01-020078-2,2019-01-02,0078,A1,120,T,계좌이체," 600,000 "
2019-01-020033-1,2019-01-02,0033,A2,200,F,신용카드," 2,400,000 "
2019-01-020051-1,2019-01-02,0051,A2,64,F,계좌이체," 768,000 "
2019-01-020028-1,2019-01-02,0028,C1,99,F,계좌이체," 2,475,000 "
2019-01-020061-1,2019-01-02,0061,S5,20,F,계좌이체," 1,600,000 "
2019-01-020034-1,2019-01-02,0034,W6,20,F,계좌이체," 900,000 "
2019-01-030031-1,2019-01-03,0031,S1,100,T,카카오페이," 150,000 "
2019-01-030051-1,2019-01-03,0051,S3,20,T,카카오페이," 440,000 "
2019-01-030071-1,2019-01-03,0071,C1,210,T,신용카드," 5,250,000 "
2019-01-030007-1,2019-01-03,0007,A4,60,F,계좌이체," 300,000 "
2019-01-030049-1,2019-01-03,0049,W5,1000,F,카카오페이," 4,000,000 "
2019-01-030014-1,2019-01-03,0014,C2,56,T,신용카드," 1,512,000 "
2019-01-030009-1,2019-01-03,0009,S6,500,F,신용카드," 2,750,000 "
2019-01-030080-1,2019-01-03,0080,C1,50,T,계좌이체," 1,250,000 "
2019-01-030067-1,2019-01-03,0067,S2,222,T,신용카드," 2,220,000 "
2019-01-030051-2,2019-01-03,0051,W2,50,F,신용카드," 3,750,000 "
2019-01-030060-1,2019-01-03,0060,A2,111,F,신용카드," 1,332,000 "
2019-01-030064-1,2019-01-03,0064,S5,51,T,신용카드," 4,080,000 "
2019-01-030034-1,2019-01-03,0034,S5,25,F,신용카드," 2,000,000 "
2019-01-030001-1,2019-01-03,0001,S2,50,T,신용카드," 500,000 "
2019-01-030012-1,2019-01-03,0012,S5,200,T,신용카드," 16,000,000 "
2019-01-030006-1,2019-01-03,0006,W5,150,F,계좌이체," 600,000 "
2019-01-030025-1,2019-01-03,0025,S6,419,F,계좌이체," 2,304,500 "
2019-01-030079-1,2019-01-03,0079,C2,300,T,신용카드," 8,100,000 "
2019-01-030082-1,2019-01-03,0082,W5,69,F,계좌이체," 276,000 "
2019-01-030042-1,2019-01-03,0042,S2,55,T,계좌이체," 550,000 "
2019-01-030015-1,2019-01-03,0015,A3,85,F,신용카드," 1,445,000 "
2019-01-030039-1,2019-01-03,0039,A1,180,F,계좌이체," 900,000 "
2019-01-030003-1,2019-01-03,0003,W1,100,T,신용카드," 6,000,000 "
2019-01-030002-1,2019-01-03,0002,S4,50,T,신용카드," 1,750,000 "
2019-01-030081-1,2019-01-03,0081,W3,40,F,신용카드," 2,000,000 "
2019-01-030013-1,2019-01-03,0013,C2,50,T,신용카드," 1,350,000 "
2019-01-030065-1,2019-01-03,0065,S5,180,T,신용카드," 14,400,000 "
2019-01-030084-1,2019-01-03,0084,A4,500,F,신용카드," 2,500,000 "
2019-01-030078-1,2019-01-03,0078,S1,300,T,신용카드," 450,000 "
2019-01-040030-1,2019-01-04,0030,S1,60,F,카카오페이," 90,000 "
2019-01-040082-1,2019-01-04,0082,W5,61,F,신용카드," 244,000 "
2019-01-040031-1,2019-01-04,0031,W3,30,F,계좌이체," 1,500,000 "
2019-01-040058-1,2019-01-04,0058,S1,50,F,신용카드," 75,000 "
2019-01-040023-1,2019-01-04,0023,W1,30,T,신용카드," 1,800,000 "
2019-01-040045-1,2019-01-04,0045,C2,50,T,신용카드," 1,350,000 "
2019-01-040075-1,2019-01-04,0075,A2,299,F,계좌이체," 3,588,000 "
2019-01-040072-1,2019-01-04,0072,S6,50,F,신용카드," 275,000 "
2019-01-040020-1,2019-01-04,0020,A1,300,F,신용카드," 1,500,000 "
2019-01-040058-2,2019-01-04,0058,A2,236,F,신용카드," 2,832,000 "
2019-01-040049-1,2019-01-04,0049,W5,69,F,신용카드," 276,000 "
2019-01-040028-1,2019-01-04,0028,W4,155,F,신용카드," 77,500 "
2019-01-040058-3,2019-01-04,0058,W3,32,T,계좌이체," 1,600,000 "
2019-01-040072-2,2019-01-04,0072,A1,84,T,신용카드," 420,000 "
2019-01-040058-4,2019-01-04,0058,C2,152,F,신용카드," 4,104,000 "
2019-01-040030-2,2019-01-04,0030,S3,50,T,계좌이체," 1,100,000 "
2019-01-040044-1,2019-01-04,0044,W2,67,F,신용카드," 5,025,000 "
2019-01-040016-1,2019-01-04,0016,W2,174,T,카카오페이," 13,050,000 "
2019-01-040036-1,2019-01-04,0036,W2,56,T,신용카드," 4,200,000 "
2019-01-040073-1,2019-01-04,0073,C2,55,F,신용카드," 1,485,000 "
2019-01-040026-1,2019-01-04,0026,W5,101,F,신용카드," 404,000 "
2019-01-040060-1,2019-01-04,0060,W6,123,T,신용카드," 5,535,000 "
2019-01-040043-1,2019-01-04,0043,W4,200,F,카카오페이," 100,000 "
2019-01-040015-1,2019-01-04,0015,S1,333,F,신용카드," 499,500 "
2019-01-040006-1,2019-01-04,0006,W2,30,F,신용카드," 2,250,000 "
2019-01-040075-2,2019-01-04,0075,A1,22,T,신용카드," 110,000 "
2019-01-040015-2,2019-01-04,0015,W4,199,F,신용카드," 99,500 "
2019-01-050025-1,2019-01-05,0025,C2,400,F,계좌이체," 10,800,000 "
2019-01-050034-1,2019-01-05,0034,W1,30,T,신용카드," 1,800,000 "
2019-01-050026-1,2019-01-05,0026,A1,50,T,계좌이체," 250,000 "
2019-01-050015-1,2019-01-05,0015,C1,259,T,계좌이체," 6,475,000 "
2019-01-050017-1,2019-01-05,0017,S5,125,F,신용카드," 10,000,000 "
2019-01-050037-1,2019-01-05,0037,W4,669,F,계좌이체," 334,500 "
2019-01-050054-1,2019-01-05,0054,C1,200,T,계좌이체," 5,000,000 "
2019-01-050058-1,2019-01-05,0058,A4,75,T,신용카드," 375,000 "
2019-01-050061-1,2019-01-05,0061,W2,100,T,신용카드," 7,500,000 "
2019-01-050016-1,2019-01-05,0016,W1,22,F,카카오페이," 1,320,000 "
2019-01-050084-1,2019-01-05,0084,S5,200,T,계좌이체," 16,000,000 "
2019-01-050047-1,2019-01-05,0047,S1,265,F,신용카드," 397,500 "
2019-01-050083-1,2019-01-05,0083,C2,159,T,계좌이체," 4,293,000 "
2019-01-050036-1,2019-01-05,0036,S2,22,F,카카오페이," 220,000 "
2019-01-050051-1,2019-01-05,0051,S4,20,T,카카오페이," 700,000 "
2019-01-050050-1,2019-01-05,0050,W6,100,F,신용카드," 4,500,000 "
2019-01-050048-1,2019-01-05,0048,A2,357,F,카카오페이," 4,284,000 "
2019-01-050067-1,2019-01-05,0067,A2,30,F,계좌이체," 360,000 "
2019-01-050053-1,2019-01-05,0053,W5,520,F,신용카드," 2,080,000 "
2019-01-050031-1,2019-01-05,0031,S2,159,T,계좌이체," 1,590,000 "
2019-01-060081-1,2019-01-06,0081,W2,20,T,신용카드," 1,500,000 "
2019-01-060028-1,2019-01-06,0028,A4,34,F,카카오페이," 170,000 "
2019-01-060058-1,2019-01-06,0058,A1,263,F,신용카드," 1,315,000 "
2019-01-060028-2,2019-01-06,0028,S5,20,T,카카오페이," 1,600,000 "
2019-01-060046-1,2019-01-06,0046,W4,111,F,계좌이체," 55,500 "
2019-01-060046-2,2019-01-06,0046,S6,20,F,신용카드," 110,000 "
2019-01-060040-1,2019-01-06,0040,A3,22,F,계좌이체," 374,000 "
2019-01-060046-3,2019-01-06,0046,S6,200,F,카카오페이," 1,100,000 "
2019-01-060047-1,2019-01-06,0047,S5,30,F,신용카드," 2,400,000 "
2019-01-060035-1,2019-01-06,0035,A3,50,F,카카오페이," 850,000 "
2019-01-060021-1,2019-01-06,0021,A4,95,T,카카오페이," 475,000 "
2019-01-060034-1,2019-01-06,0034,A1,20,F,신용카드," 100,000 "
2019-01-060034-2,2019-01-06,0034,A1,50,T,계좌이체," 250,000 "
2019-01-060025-1,2019-01-06,0025,S2,50,F,카카오페이," 500,000 "
2019-01-060070-1,2019-01-06,0070,W1,100,T,계좌이체," 6,000,000 "
2019-01-060023-1,2019-01-06,0023,W1,166,T,신용카드," 9,960,000 "
2019-01-060013-1,2019-01-06,0013,S5,50,F,신용카드," 4,000,000 "
2019-01-060028-3,2019-01-06,0028,W5,120,F,계좌이체," 480,000 "
2019-01-070034-1,2019-01-07,0034,A3,478,F,계좌이체," 8,126,000 "
2019-01-070009-1,2019-01-07,0009,A1,50,F,계좌이체," 250,000 "
2019-01-070032-1,2019-01-07,0032,S6,109,F,계좌이체," 599,500 "
2019-01-070009-2,2019-01-07,0009,A3,300,F,신용카드," 5,100,000 "
2019-01-070039-1,2019-01-07,0039,C2,200,F,신용카드," 5,400,000 "
2019-01-070009-3,2019-01-07,0009,C1,100,F,신용카드," 2,500,000 "
2019-01-070040-1,2019-01-07,0040,A1,100,T,카카오페이," 500,000 "
2019-01-070043-1,2019-01-07,0043,C2,500,T,신용카드," 13,500,000 "
2019-01-070034-2,2019-01-07,0034,W1,69,T,계좌이체," 4,140,000 "
2019-01-070012-1,2019-01-07,0012,S5,200,T,계좌이체," 16,000,000 "
2019-01-070025-1,2019-01-07,0025,W1,59,T,신용카드," 3,540,000 "
2019-01-070056-1,2019-01-07,0056,S4,600,F,신용카드," 21,000,000 "
2019-01-070068-1,2019-01-07,0068,S5,30,F,신용카드," 2,400,000 "
2019-01-070072-1,2019-01-07,0072,A2,160,F,계좌이체," 1,920,000 "
2019-01-070028-1,2019-01-07,0028,S2,258,T,신용카드," 2,580,000 "
2019-01-070053-1,2019-01-07,0053,S3,30,T,카카오페이," 660,000 "
2019-01-070079-1,2019-01-07,0079,S5,20,T,계좌이체," 1,600,000 "
2019-01-070078-1,2019-01-07,0078,W6,20,T,카카오페이," 900,000 "
2019-01-070075-1,2019-01-07,0075,S4,369,T,신용카드," 12,915,000 "
2019-01-070083-1,2019-01-07,0083,S1,999,F,계좌이체," 1,498,500 "
2019-01-070073-1,2019-01-07,0073,S4,20,F,카카오페이," 700,000 "
2019-01-070072-2,2019-01-07,0072,S5,199,F,신용카드," 15,920,000 "
2019-01-070071-1,2019-01-07,0071,W6,35,F,계좌이체," 1,575,000 "
2019-01-070053-2,2019-01-07,0053,W5,362,F,카카오페이," 1,448,000 "
2019-01-070041-1,2019-01-07,0041,S1,20,T,계좌이체," 30,000 "
2019-01-070031-1,2019-01-07,0031,A1,423,T,계좌이체," 2,115,000 "
2019-01-070081-1,2019-01-07,0081,A3,200,F,신용카드," 3,400,000 "
2019-01-070061-1,2019-01-07,0061,S6,500,F,신용카드," 2,750,000 "
2019-01-070054-1,2019-01-07,0054,C2,150,T,신용카드," 4,050,000 "
2019-01-070065-1,2019-01-07,0065,S2,100,T,신용카드," 1,000,000 "
2019-01-070035-1,2019-01-07,0035,W4,97,F,계좌이체," 48,500 "
2019-01-070065-2,2019-01-07,0065,S1,59,F,신용카드," 88,500 "
2019-01-070017-1,2019-01-07,0017,S1,66,T,계좌이체," 99,000 "
2019-01-080031-1,2019-01-08,0031,S5,22,T,신용카드," 1,760,000 "
2019-01-080022-1,2019-01-08,0022,S4,20,T,계좌이체," 700,000 "
2019-01-080004-1,2019-01-08,0004,S5,67,F,신용카드," 5,360,000 "
2019-01-080046-1,2019-01-08,0046,S3,30,T,카카오페이," 660,000 "
2019-01-080074-1,2019-01-08,0074,A1,184,T,카카오페이," 920,000 "
2019-01-080022-2,2019-01-08,0022,S4,700,F,계좌이체," 24,500,000 "
2019-01-080066-1,2019-01-08,0066,W1,50,T,계좌이체," 3,000,000 "
2019-01-080080-1,2019-01-08,0080,W5,300,F,신용카드," 1,200,000 "
2019-01-080042-1,2019-01-08,0042,S1,500,T,계좌이체," 750,000 "
2019-01-080015-1,2019-01-08,0015,S1,100,F,계좌이체," 150,000 "
2019-01-080056-1,2019-01-08,0056,C1,150,F,신용카드," 3,750,000 "
2019-01-080083-1,2019-01-08,0083,S1,154,F,계좌이체," 231,000 "
2019-01-080018-1,2019-01-08,0018,W4,46,F,신용카드," 23,000 "
2019-01-080005-1,2019-01-08,0005,W5,30,F,신용카드," 120,000 "
2019-01-080035-1,2019-01-08,0035,C1,163,F,카카오페이," 4,075,000 "
2019-01-080068-1,2019-01-08,0068,W4,290,F,카카오페이," 145,000 "
2019-01-080027-1,2019-01-08,0027,W2,60,F,신용카드," 4,500,000 "
2019-01-080067-1,2019-01-08,0067,W5,100,F,카카오페이," 400,000 "
2019-01-080068-2,2019-01-08,0068,S5,155,T,계좌이체," 12,400,000 "
2019-01-080009-1,2019-01-08,0009,W4,59,F,신용카드," 29,500 "
2019-01-080009-2,2019-01-08,0009,A1,56,T,신용카드," 280,000 "
2019-01-080003-1,2019-01-08,0003,C2,30,T,계좌이체," 810,000 "
2019-01-080013-1,2019-01-08,0013,S4,36,T,계좌이체," 1,260,000 "
2019-01-080034-1,2019-01-08,0034,A4,444,F,신용카드," 2,220,000 "
2019-01-080047-1,2019-01-08,0047,S4,200,F,신용카드," 7,000,000 "
2019-01-080051-1,2019-01-08,0051,W6,22,T,계좌이체," 990,000 "
2019-01-080002-1,2019-01-08,0002,S6,75,F,계좌이체," 412,500 "
2019-01-080063-1,2019-01-08,0063,C1,236,F,계좌이체," 5,900,000 "
2019-01-080020-1,2019-01-08,0020,A2,22,F,계좌이체," 264,000 "
2019-01-080043-1,2019-01-08,0043,C1,625,F,신용카드," 15,625,000 "
2019-01-080043-2,2019-01-08,0043,W5,30,F,신용카드," 120,000 "
2019-01-080014-1,2019-01-08,0014,W1,20,T,계좌이체," 1,200,000 "
2019-01-080014-2,2019-01-08,0014,C2,50,F,신용카드," 1,350,000 "
2019-01-090046-1,2019-01-09,0046,C2,50,T,신용카드," 1,350,000 "
2019-01-090031-1,2019-01-09,0031,C2,201,T,신용카드," 5,427,000 "
2019-01-090010-1,2019-01-09,0010,C2,50,T,신용카드," 1,350,000 "
2019-01-090036-1,2019-01-09,0036,A2,150,F,계좌이체," 1,800,000 "
2019-01-090005-1,2019-01-09,0005,S4,20,F,신용카드," 700,000 "
2019-01-090067-1,2019-01-09,0067,W3,24,F,신용카드," 1,200,000 "
2019-01-090031-2,2019-01-09,0031,C2,333,F,신용카드," 8,991,000 "
2019-01-090030-1,2019-01-09,0030,S1,154,T,신용카드," 231,000 "
2019-01-090040-1,2019-01-09,0040,W1,20,F,신용카드," 1,200,000 "
2019-01-090033-1,2019-01-09,0033,S4,24,F,신용카드," 840,000 "
2019-01-090003-1,2019-01-09,0003,W2,40,T,계좌이체," 3,000,000 "
2019-01-090011-1,2019-01-09,0011,C2,150,F,계좌이체," 4,050,000 "
2019-01-090042-1,2019-01-09,0042,S2,159,T,신용카드," 1,590,000 "
2019-01-090013-1,2019-01-09,0013,W5,50,F,신용카드," 200,000 "
2019-01-090047-1,2019-01-09,0047,W1,30,F,신용카드," 1,800,000 "
2019-01-090016-1,2019-01-09,0016,S4,21,F,신용카드," 735,000 "
2019-01-090056-1,2019-01-09,0056,C1,450,T,계좌이체," 11,250,000 "
2019-01-090078-1,2019-01-09,0078,C1,35,F,신용카드," 875,000 "
2019-01-090048-1,2019-01-09,0048,W5,999,F,신용카드," 3,996,000 "
2019-01-090040-2,2019-01-09,0040,S1,69,T,계좌이체," 103,500 "
2019-01-090015-1,2019-01-09,0015,S5,20,T,신용카드," 1,600,000 "
2019-01-090072-1,2019-01-09,0072,W5,1499,F,계좌이체," 5,996,000 "
2019-01-090046-2,2019-01-09,0046,W6,50,T,신용카드," 2,250,000 "
2019-01-090038-1,2019-01-09,0038,S3,30,T,신용카드," 660,000 "
2019-01-090078-2,2019-01-09,0078,A2,28,F,계좌이체," 336,000 "
2019-01-090055-1,2019-01-09,0055,S3,431,T,신용카드," 9,482,000 "
2019-01-090020-1,2019-01-09,0020,S3,64,F,계좌이체," 1,408,000 "
2019-01-090042-2,2019-01-09,0042,W2,56,T,계좌이체," 4,200,000 "
2019-01-090083-1,2019-01-09,0083,W1,22,T,계좌이체," 1,320,000 "
2019-01-100030-1,2019-01-10,0030,A3,160,F,신용카드," 2,720,000 "
2019-01-100017-1,2019-01-10,0017,A4,55,F,계좌이체," 275,000 "
2019-01-100083-1,2019-01-10,0083,S1,190,F,신용카드," 285,000 "
2019-01-100040-1,2019-01-10,0040,W1,33,T,신용카드," 1,980,000 "
2019-01-100082-1,2019-01-10,0082,S3,70,F,계좌이체," 1,540,000 "
2019-01-100028-1,2019-01-10,0028,C2,156,T,신용카드," 4,212,000 "
2019-01-100056-1,2019-01-10,0056,W4,22,F,신용카드," 11,000 "
2019-01-100082-2,2019-01-10,0082,A2,57,F,카카오페이," 684,000 "
2019-01-100002-1,2019-01-10,0002,C1,100,F,신용카드," 2,500,000 "
2019-01-100032-1,2019-01-10,0032,W4,64,F,계좌이체," 32,000 "
2019-01-100034-1,2019-01-10,0034,W6,160,F,신용카드," 7,200,000 "
2019-01-100005-1,2019-01-10,0005,W1,60,F,신용카드," 3,600,000 "
2019-01-100010-1,2019-01-10,0010,W3,147,T,신용카드," 7,350,000 "
2019-01-100066-1,2019-01-10,0066,S2,300,F,신용카드," 3,000,000 "
2019-01-100063-1,2019-01-10,0063,W6,26,T,신용카드," 1,170,000 "
2019-01-100003-1,2019-01-10,0003,W3,66,T,신용카드," 3,300,000 "
2019-01-100010-2,2019-01-10,0010,S4,55,F,신용카드," 1,925,000 "
2019-01-100037-1,2019-01-10,0037,S5,20,F,신용카드," 1,600,000 "
2019-01-100073-1,2019-01-10,0073,W6,164,T,신용카드," 7,380,000 "
2019-01-100060-1,2019-01-10,0060,S3,158,F,계좌이체," 3,476,000 "
2019-01-100004-1,2019-01-10,0004,A4,60,F,카카오페이," 300,000 "
2019-01-100018-1,2019-01-10,0018,A3,120,F,계좌이체," 2,040,000 "
2019-01-100011-1,2019-01-10,0011,W5,20,F,신용카드," 80,000 "
2019-01-100039-1,2019-01-10,0039,W6,29,T,계좌이체," 1,305,000 "
2019-01-100043-1,2019-01-10,0043,W1,50,T,신용카드," 3,000,000 "
2019-01-110050-1,2019-01-11,0050,S5,26,F,신용카드," 2,080,000 "
2019-01-110001-1,2019-01-11,0001,S4,499,F,신용카드," 17,465,000 "
2019-01-110063-1,2019-01-11,0063,S1,39,T,카카오페이," 58,500 "
2019-01-110056-1,2019-01-11,0056,W5,189,F,계좌이체," 756,000 "
2019-01-110024-1,2019-01-11,0024,S4,43,T,계좌이체," 1,505,000 "
2019-01-110024-2,2019-01-11,0024,C2,299,F,신용카드," 8,073,000 "
2019-01-110040-1,2019-01-11,0040,W3,99,T,카카오페이," 4,950,000 "
2019-01-110045-1,2019-01-11,0045,A3,444,F,신용카드," 7,548,000 "
2019-01-110069-1,2019-01-11,0069,A4,159,F,신용카드," 795,000 "
2019-01-110045-2,2019-01-11,0045,W4,200,F,카카오페이," 100,000 "
2019-01-110018-1,2019-01-11,0018,W6,33,T,신용카드," 1,485,000 "
2019-01-110008-1,2019-01-11,0008,C1,160,F,신용카드," 4,000,000 "
2019-01-110077-1,2019-01-11,0077,S1,51,T,계좌이체," 76,500 "
2019-01-110018-2,2019-01-11,0018,S3,100,T,신용카드," 2,200,000 "
2019-01-110002-1,2019-01-11,0002,A1,26,T,계좌이체," 130,000 "
2019-01-110052-1,2019-01-11,0052,A4,33,F,계좌이체," 165,000 "
2019-01-110049-1,2019-01-11,0049,S6,33,F,계좌이체," 181,500 "
2019-01-110045-3,2019-01-11,0045,S2,60,T,신용카드," 600,000 "
2019-01-110007-1,2019-01-11,0007,S2,954,T,신용카드," 9,540,000 "
2019-01-110067-1,2019-01-11,0067,W3,50,F,신용카드," 2,500,000 "
2019-01-110070-1,2019-01-11,0070,A4,100,T,신용카드," 500,000 "
2019-01-110015-1,2019-01-11,0015,S6,999,F,신용카드," 5,494,500 "
2019-01-110084-1,2019-01-11,0084,W3,50,T,신용카드," 2,500,000 "
2019-01-110074-1,2019-01-11,0074,W4,250,F,신용카드," 125,000 "
2019-01-110020-1,2019-01-11,0020,W5,150,F,카카오페이," 600,000 "
2019-01-110065-1,2019-01-11,0065,W3,32,T,신용카드," 1,600,000 "
2019-01-110018-3,2019-01-11,0018,S5,191,F,신용카드," 15,280,000 "
2019-01-110018-4,2019-01-11,0018,S4,55,T,신용카드," 1,925,000 "
2019-01-110020-2,2019-01-11,0020,A4,50,T,계좌이체," 250,000 "
2019-01-110070-2,2019-01-11,0070,A2,200,F,계좌이체," 2,400,000 "
2019-01-110012-1,2019-01-11,0012,W6,26,F,신용카드," 1,170,000 "
2019-01-120036-1,2019-01-12,0036,W2,30,T,신용카드," 2,250,000 "
2019-01-120069-1,2019-01-12,0069,S2,64,F,신용카드," 640,000 "
2019-01-120059-1,2019-01-12,0059,C2,26,F,계좌이체," 702,000 "
2019-01-120037-1,2019-01-12,0037,S3,54,T,계좌이체," 1,188,000 "
2019-01-120040-1,2019-01-12,0040,W1,36,F,계좌이체," 2,160,000 "
2019-01-120009-1,2019-01-12,0009,S5,93,T,신용카드," 7,440,000 "
2019-01-120048-1,2019-01-12,0048,W3,36,F,카카오페이," 1,800,000 "
2019-01-120083-1,2019-01-12,0083,S4,50,T,신용카드," 1,750,000 "
2019-01-120019-1,2019-01-12,0019,W3,156,F,신용카드," 7,800,000 "
2019-01-120007-1,2019-01-12,0007,S4,33,T,카카오페이," 1,155,000 "
2019-01-120070-1,2019-01-12,0070,S2,148,F,신용카드," 1,480,000 "
2019-01-120042-1,2019-01-12,0042,S5,92,F,신용카드," 7,360,000 "
2019-01-120060-1,2019-01-12,0060,W3,59,F,계좌이체," 2,950,000 "
2019-01-120052-1,2019-01-12,0052,C2,65,F,신용카드," 1,755,000 "
2019-01-120065-1,2019-01-12,0065,A3,54,F,계좌이체," 918,000 "
2019-01-120045-1,2019-01-12,0045,S4,20,T,계좌이체," 700,000 "
2019-01-120077-1,2019-01-12,0077,S1,49,T,계좌이체," 73,500 "
2019-01-120041-1,2019-01-12,0041,S6,77,F,신용카드," 423,500 "
2019-01-120021-1,2019-01-12,0021,S3,20,T,신용카드," 440,000 "
2019-01-120064-1,2019-01-12,0064,W4,100,F,계좌이체," 50,000 "
2019-01-120073-1,2019-01-12,0073,W6,50,F,계좌이체," 2,250,000 "
2019-01-120046-1,2019-01-12,0046,S2,462,F,신용카드," 4,620,000 "
2019-01-120081-1,2019-01-12,0081,A2,105,F,신용카드," 1,260,000 "
2019-01-120017-1,2019-01-12,0017,W5,24,F,카카오페이," 96,000 "
2019-01-130052-1,2019-01-13,0052,W3,151,T,신용카드," 7,550,000 "
2019-01-130041-1,2019-01-13,0041,C1,100,F,신용카드," 2,500,000 "
2019-01-130040-1,2019-01-13,0040,S2,700,T,신용카드," 7,000,000 "
2019-01-130084-1,2019-01-13,0084,W4,421,F,계좌이체," 210,500 "
2019-01-130005-1,2019-01-13,0005,S3,195,F,신용카드," 4,290,000 "
2019-01-130052-2,2019-01-13,0052,S4,21,T,카카오페이," 735,000 "
2019-01-130044-1,2019-01-13,0044,W2,95,F,신용카드," 7,125,000 "
2019-01-130037-1,2019-01-13,0037,S6,222,F,신용카드," 1,221,000 "
2019-01-130016-1,2019-01-13,0016,C2,50,F,신용카드," 1,350,000 "
2019-01-130041-2,2019-01-13,0041,A4,55,F,신용카드," 275,000 "
2019-01-130075-1,2019-01-13,0075,A4,361,F,신용카드," 1,805,000 "
2019-01-130026-1,2019-01-13,0026,A1,999,T,신용카드," 4,995,000 "
2019-01-130027-1,2019-01-13,0027,S2,30,F,계좌이체," 300,000 "
2019-01-130008-1,2019-01-13,0008,S5,44,T,계좌이체," 3,520,000 "
2019-01-130061-1,2019-01-13,0061,W4,30,F,신용카드," 15,000 "
