구매_ID,구매_날짜,구매자_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액,상품_ID,카테고리,상품이름
2022-02-010653-1,2022-02-01,653,3,T,계좌이체,105000,10,3,잠금장치 노트
2022-02-010557-1,2022-02-01,557,5,F,신용카드,135000,6,2,가죽 필통
2022-02-010633-1,2022-02-01,633,15,T,신용카드,75000,4,1,연필 세트
2022-02-010464-1,2022-02-01,464,2,F,계좌이체,50000,5,2,가죽 필통
2022-02-010326-1,2022-02-01,326,3,F,신용카드,225000,14,4,만년필
2022-02-010236-1,2022-02-01,236,50,T,신용카드,75000,7,3,양장노트
2022-02-010305-1,2022-02-01,305,10,F,계좌이체,50000,1,1,색연필 세트
2022-02-010526-1,2022-02-01,526,2,F,계좌이체,50000,5,2,가죽 필통
2022-02-010340-1,2022-02-01,340,3,F,계좌이체,75000,5,2,가죽 필통
2022-02-010465-1,2022-02-01,465,7,F,신용카드,119000,3,1,드로잉 펜 8종 세트
2022-02-020507-1,2022-02-02,507,3,T,신용카드,66000,9,3,잠금장치 노트
2022-02-020059-1,2022-02-02,59,10,T,계좌이체,450000,18,4,깃펜 세트
2022-02-020511-1,2022-02-02,511,5,T,계좌이체,300000,13,4,만년필
2022-02-020757-1,2022-02-02,757,5,T,계좌이체,135000,6,2,가죽 필통
2022-02-020268-1,2022-02-02,268,7,F,신용카드,84000,2,1,드로잉 펜 6종세트
2022-02-020117-1,2022-02-02,117,20,F,계좌이체,80000,17,4,지우개 세트
2022-02-020064-1,2022-02-02,64,7,F,신용카드,119000,3,1,드로잉 펜 8종 세트
2022-02-020630-1,2022-02-02,630,6,F,계좌이체,33000,12,3,리필 종이
2022-02-020541-1,2022-02-02,541,9,F,신용카드,153000,3,1,드로잉 펜 8종 세트
2022-02-030784-1,2022-02-03,784,1,T,계좌이체,80000,11,3,실험 일지 세트
2022-02-030063-1,2022-02-03,63,3,T,계좌이체,150000,15,4,탄생석 펜
2022-02-030230-1,2022-02-03,230,5,T,신용카드,175000,10,3,잠금장치 노트
2022-02-030487-1,2022-02-03,487,150,F,신용카드,75000,16,4,연필
2022-02-030354-1,2022-02-03,354,2,T,카카오페이,100000,15,4,탄생석 펜
2022-02-030521-1,2022-02-03,521,10,T,계좌이체,100000,8,3,다이어리
2022-02-040487-1,2022-02-04,487,5,F,카카오페이,50000,8,3,다이어리
2022-02-040333-1,2022-02-04,333,15,T,계좌이체,22500,7,3,양장노트
2022-02-040570-1,2022-02-04,570,30,F,신용카드,120000,17,4,지우개 세트
2022-02-040006-1,2022-02-04,6,3,F,계좌이체,75000,5,2,가죽 필통
2022-02-040576-1,2022-02-04,576,2,T,신용카드,20000,8,3,다이어리
2022-02-040089-1,2022-02-04,89,2,T,신용카드,120000,13,4,만년필
2022-02-040578-1,2022-02-04,578,15,F,신용카드,60000,17,4,지우개 세트
2022-02-050762-1,2022-02-05,762,30,T,계좌이체,150000,4,1,연필 세트
2022-02-050806-1,2022-02-05,806,2,T,계좌이체,120000,13,4,만년필
2022-02-050005-1,2022-02-05,5,10,F,계좌이체,100000,8,3,다이어리
2022-02-050304-1,2022-02-05,304,3,T,신용카드,81000,6,2,가죽 필통
2022-02-050363-1,2022-02-05,363,50,F,계좌이체,200000,17,4,지우개 세트
2022-02-050593-1,2022-02-05,593,10,T,신용카드,220000,9,3,잠금장치 노트
2022-02-050002-1,2022-02-05,2,7,F,신용카드,525000,14,4,만년필
2022-02-050524-1,2022-02-05,524,3,F,카카오페이,150000,15,4,탄생석 펜
2022-02-050395-1,2022-02-05,395,5,T,계좌이체,225000,18,4,깃펜 세트
2022-02-060187-1,2022-02-06,187,10,F,신용카드,350000,10,3,잠금장치 노트
2022-02-060845-1,2022-02-06,845,120,F,신용카드,480000,17,4,지우개 세트
2022-02-060729-1,2022-02-06,729,20,F,카카오페이,440000,9,3,잠금장치 노트
2022-02-060720-1,2022-02-06,720,30,F,계좌이체,150000,1,1,색연필 세트
2022-02-060286-1,2022-02-06,286,15,T,카카오페이,405000,6,2,가죽 필통
2022-02-060224-1,2022-02-06,224,250,F,신용카드,1000000,17,4,지우개 세트
2022-02-070146-1,2022-02-07,146,100,T,신용카드,1000000,8,3,다이어리
2022-02-070411-1,2022-02-07,411,30,F,신용카드,1050000,10,3,잠금장치 노트
2022-02-070321-1,2022-02-07,321,2,F,계좌이체,10000,4,1,연필 세트
2022-02-070351-1,2022-02-07,351,5,T,카카오페이,250000,15,4,탄생석 펜
2022-02-070405-1,2022-02-07,405,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2022-02-070094-1,2022-02-07,94,20,F,계좌이체,440000,9,3,잠금장치 노트
2022-02-070501-1,2022-02-07,501,30,T,신용카드,1050000,10,3,잠금장치 노트
2022-02-070825-1,2022-02-07,825,1,F,신용카드,75000,14,4,만년필
2022-02-070306-1,2022-02-07,306,20,T,계좌이체,440000,9,3,잠금장치 노트
2022-02-080589-1,2022-02-08,589,10,F,신용카드,50000,1,1,색연필 세트
2022-02-080403-1,2022-02-08,403,32,F,계좌이체,176000,12,3,리필 종이
2022-02-080040-1,2022-02-08,40,20,F,신용카드,540000,6,2,가죽 필통
2022-02-080437-1,2022-02-08,437,10,F,신용카드,220000,9,3,잠금장치 노트
2022-02-080367-1,2022-02-08,367,20,F,신용카드,340000,3,1,드로잉 펜 8종 세트
2022-02-080792-1,2022-02-08,792,1,F,신용카드,27000,6,2,가죽 필통
2022-02-080699-1,2022-02-08,699,200,F,계좌이체,100000,16,4,연필
2022-02-090802-1,2022-02-09,802,3,F,신용카드,225000,14,4,만년필
2022-02-090201-1,2022-02-09,201,15,T,계좌이체,405000,6,2,가죽 필통
2022-02-090405-1,2022-02-09,405,20,T,신용카드,440000,9,3,잠금장치 노트
2022-02-090529-1,2022-02-09,529,3,T,계좌이체,135000,18,4,깃펜 세트
2022-02-090328-1,2022-02-09,328,100,F,신용카드,400000,17,4,지우개 세트
2022-02-090748-1,2022-02-09,748,2,T,카카오페이,100000,15,4,탄생석 펜
2022-02-090379-1,2022-02-09,379,15,F,신용카드,330000,9,3,잠금장치 노트
2022-02-100149-1,2022-02-10,149,30,F,계좌이체,360000,2,1,드로잉 펜 6종세트
2022-02-100612-1,2022-02-10,612,20,F,신용카드,440000,9,3,잠금장치 노트
2022-02-110772-1,2022-02-11,772,10,F,신용카드,120000,2,1,드로잉 펜 6종세트
2022-02-110236-1,2022-02-11,236,3,T,신용카드,225000,14,4,만년필
2022-02-110717-1,2022-02-11,717,2,T,계좌이체,100000,15,4,탄생석 펜
2022-02-110280-1,2022-02-11,280,100,F,카카오페이,500000,4,1,연필 세트
2022-02-110039-1,2022-02-11,39,20,T,계좌이체,100000,4,1,연필 세트
2022-02-110103-1,2022-02-11,103,15,T,신용카드,525000,10,3,잠금장치 노트
2022-02-110843-1,2022-02-11,843,2,F,계좌이체,150000,14,4,만년필
2022-02-120321-1,2022-02-12,321,1,T,카카오페이,75000,14,4,만년필
2022-02-120279-1,2022-02-12,279,2,T,계좌이체,90000,18,4,깃펜 세트
2022-02-120410-1,2022-02-12,410,6,T,신용카드,480000,11,3,실험 일지 세트
2022-02-120499-1,2022-02-12,499,20,T,카카오페이,200000,8,3,다이어리
2022-02-120560-1,2022-02-12,560,10,F,계좌이체,350000,10,3,잠금장치 노트
2022-02-130422-1,2022-02-13,422,5,F,계좌이체,225000,18,4,깃펜 세트
2022-02-130311-1,2022-02-13,311,2,T,계좌이체,100000,15,4,탄생석 펜
2022-02-130188-1,2022-02-13,188,100,F,계좌이체,150000,7,3,양장노트
2022-02-140781-1,2022-02-14,781,10,F,계좌이체,120000,2,1,드로잉 펜 6종세트
2022-02-140548-1,2022-02-14,548,2,T,계좌이체,54000,6,2,가죽 필통
2022-02-140055-1,2022-02-14,55,300,F,계좌이체,150000,16,4,연필
2022-02-140798-1,2022-02-14,798,10,F,신용카드,170000,3,1,드로잉 펜 8종 세트
2022-02-140139-1,2022-02-14,139,2,F,계좌이체,120000,13,4,만년필
2022-02-140296-1,2022-02-14,296,5,F,신용카드,225000,18,4,깃펜 세트
2022-02-150668-1,2022-02-15,668,100,T,계좌이체,150000,7,3,양장노트
2022-02-150364-1,2022-02-15,364,20,T,계좌이체,100000,1,1,색연필 세트
2022-02-150766-1,2022-02-15,766,5,F,카카오페이,400000,11,3,실험 일지 세트
2022-02-150229-1,2022-02-15,229,20,F,계좌이체,100000,1,1,색연필 세트
2022-02-150686-1,2022-02-15,686,20,T,계좌이체,100000,4,1,연필 세트
2022-02-160760-1,2022-02-16,760,1,F,카카오페이,27000,6,2,가죽 필통
2022-02-160642-1,2022-02-16,642,20,F,신용카드,110000,12,3,리필 종이
2022-02-160239-1,2022-02-16,239,20,T,카카오페이,440000,9,3,잠금장치 노트
2022-02-160121-1,2022-02-16,121,1,T,신용카드,60000,13,4,만년필
2022-02-160536-1,2022-02-16,536,3,F,신용카드,51000,3,1,드로잉 펜 8종 세트
2022-02-160449-1,2022-02-16,449,100,F,계좌이체,150000,7,3,양장노트
2022-02-160296-1,2022-02-16,296,5,F,카카오페이,135000,6,2,가죽 필통
2022-02-170030-1,2022-02-17,30,3,F,계좌이체,66000,9,3,잠금장치 노트
2022-02-170613-1,2022-02-17,613,2,T,계좌이체,100000,15,4,탄생석 펜
2022-02-170604-1,2022-02-17,604,100,F,카카오페이,150000,7,3,양장노트
2022-02-170719-1,2022-02-17,719,2,T,카카오페이,100000,15,4,탄생석 펜
2022-02-170672-1,2022-02-17,672,30,F,계좌이체,165000,12,3,리필 종이
2022-02-170524-1,2022-02-17,524,100,F,카카오페이,150000,7,3,양장노트
2022-02-170205-1,2022-02-17,205,2,T,신용카드,54000,6,2,가죽 필통
2022-02-170217-1,2022-02-17,217,400,F,계좌이체,200000,16,4,연필
2022-02-180638-1,2022-02-18,638,500,F,카카오페이,250000,16,4,연필
2022-02-180232-1,2022-02-18,232,20,F,신용카드,110000,12,3,리필 종이
2022-02-180389-1,2022-02-18,389,10,T,계좌이체,100000,8,3,다이어리
2022-02-180833-1,2022-02-18,833,30,F,신용카드,120000,17,4,지우개 세트
2022-02-180439-1,2022-02-18,439,20,T,계좌이체,540000,6,2,가죽 필통
2022-02-180739-1,2022-02-18,739,4,T,신용카드,320000,11,3,실험 일지 세트
2022-02-180110-1,2022-02-18,110,1,T,계좌이체,80000,11,3,실험 일지 세트
2022-02-180230-1,2022-02-18,230,2,F,신용카드,44000,9,3,잠금장치 노트
2022-02-180278-1,2022-02-18,278,300,F,계좌이체,150000,16,4,연필
2022-02-190815-1,2022-02-19,815,2,F,신용카드,100000,15,4,탄생석 펜
2022-02-190387-1,2022-02-19,387,5,T,카카오페이,400000,11,3,실험 일지 세트
2022-02-190420-1,2022-02-19,420,5,T,카카오페이,225000,18,4,깃펜 세트
2022-02-190147-1,2022-02-19,147,15,T,카카오페이,375000,5,2,가죽 필통
2022-02-190696-1,2022-02-19,696,3,T,계좌이체,240000,11,3,실험 일지 세트
2022-02-190295-1,2022-02-19,295,100,F,계좌이체,500000,1,1,색연필 세트
2022-02-200838-1,2022-02-20,838,20,F,카카오페이,240000,2,1,드로잉 펜 6종세트
2022-02-200280-1,2022-02-20,280,5,F,계좌이체,60000,2,1,드로잉 펜 6종세트
2022-02-200191-1,2022-02-20,191,30,F,신용카드,165000,12,3,리필 종이
2022-02-200086-1,2022-02-20,86,15,T,계좌이체,75000,4,1,연필 세트
2022-02-200787-1,2022-02-20,787,3,T,카카오페이,225000,14,4,만년필
2022-02-200794-1,2022-02-20,794,20,F,계좌이체,240000,2,1,드로잉 펜 6종세트
2022-02-200499-1,2022-02-20,499,5,F,신용카드,175000,10,3,잠금장치 노트
2022-02-200236-1,2022-02-20,236,500,F,카카오페이,250000,16,4,연필
2022-02-200038-1,2022-02-20,38,200,F,계좌이체,100000,16,4,연필
2022-02-200738-1,2022-02-20,738,15,F,카카오페이,150000,8,3,다이어리
2022-02-210762-1,2022-02-21,762,20,F,카카오페이,900000,18,4,깃펜 세트
2022-02-210021-1,2022-02-21,21,300,F,계좌이체,450000,7,3,양장노트
2022-02-210201-1,2022-02-21,201,20,F,계좌이체,700000,10,3,잠금장치 노트
2022-02-210370-1,2022-02-21,370,1,T,계좌이체,60000,13,4,만년필
2022-02-210718-1,2022-02-21,718,200,F,카카오페이,100000,16,4,연필
2022-02-210297-1,2022-02-21,297,30,T,카카오페이,150000,4,1,연필 세트
2022-02-210793-1,2022-02-21,793,200,F,계좌이체,800000,17,4,지우개 세트
2022-02-220759-1,2022-02-22,759,2,F,계좌이체,120000,13,4,만년필
2022-02-220412-1,2022-02-22,412,3,F,카카오페이,240000,11,3,실험 일지 세트
2022-02-220181-1,2022-02-22,181,5,T,카카오페이,400000,11,3,실험 일지 세트
2022-02-220121-1,2022-02-22,121,1,T,카카오페이,80000,11,3,실험 일지 세트
2022-02-220630-1,2022-02-22,630,20,F,계좌이체,340000,3,1,드로잉 펜 8종 세트
2022-02-220320-1,2022-02-22,320,30,T,신용카드,660000,9,3,잠금장치 노트
2022-02-220708-1,2022-02-22,708,200,F,카카오페이,100000,16,4,연필
2022-02-220186-1,2022-02-22,186,1,T,신용카드,75000,14,4,만년필
2022-02-230351-1,2022-02-23,351,20,F,계좌이체,1600000,11,3,실험 일지 세트
2022-02-230653-1,2022-02-23,653,1,T,신용카드,75000,14,4,만년필
2022-02-230458-1,2022-02-23,458,300,F,계좌이체,150000,16,4,연필
2022-02-230051-1,2022-02-23,51,500,F,신용카드,250000,16,4,연필
2022-02-230239-1,2022-02-23,239,3,T,계좌이체,81000,6,2,가죽 필통
2022-02-230281-1,2022-02-23,281,400,F,신용카드,200000,16,4,연필
2022-02-230372-1,2022-02-23,372,20,T,계좌이체,100000,4,1,연필 세트
2022-02-230240-1,2022-02-23,240,10,T,신용카드,220000,9,3,잠금장치 노트
2022-02-230783-1,2022-02-23,783,2,T,계좌이체,150000,14,4,만년필
2022-02-230284-1,2022-02-23,284,3,T,계좌이체,150000,15,4,탄생석 펜
2022-02-230173-1,2022-02-23,173,100,F,계좌이체,500000,1,1,색연필 세트
2022-02-230648-1,2022-02-23,648,2,F,카카오페이,160000,11,3,실험 일지 세트
2022-02-240578-1,2022-02-24,578,5,F,신용카드,175000,10,3,잠금장치 노트
2022-02-240055-1,2022-02-24,55,15,F,카카오페이,150000,8,3,다이어리
2022-02-240418-1,2022-02-24,418,10,F,계좌이체,450000,18,4,깃펜 세트
2022-02-240071-1,2022-02-24,71,30,F,계좌이체,165000,12,3,리필 종이
2022-02-240461-1,2022-02-24,461,1,F,신용카드,80000,11,3,실험 일지 세트
2022-02-240786-1,2022-02-24,786,2,F,카카오페이,150000,14,4,만년필
2022-02-240565-1,2022-02-24,565,100,F,계좌이체,500000,4,1,연필 세트
2022-02-240193-1,2022-02-24,193,2,F,계좌이체,54000,6,2,가죽 필통
2022-02-240239-1,2022-02-24,239,5,F,계좌이체,110000,9,3,잠금장치 노트
2022-02-250764-1,2022-02-25,764,100,F,카카오페이,150000,7,3,양장노트
2022-02-250831-1,2022-02-25,831,20,T,계좌이체,200000,8,3,다이어리
2022-02-250136-1,2022-02-25,136,1,T,계좌이체,60000,13,4,만년필
2022-02-250287-1,2022-02-25,287,3,F,신용카드,135000,18,4,깃펜 세트
2022-02-250263-1,2022-02-25,263,20,F,계좌이체,100000,1,1,색연필 세트
2022-02-250620-1,2022-02-25,620,10,F,계좌이체,270000,6,2,가죽 필통
2022-02-250644-1,2022-02-25,644,250,T,신용카드,375000,7,3,양장노트
2022-02-250020-1,2022-02-25,20,10,F,신용카드,170000,3,1,드로잉 펜 8종 세트
2022-02-250577-1,2022-02-25,577,3,T,계좌이체,150000,15,4,탄생석 펜
2022-02-250759-1,2022-02-25,759,200,F,계좌이체,100000,16,4,연필
2022-02-250397-1,2022-02-25,397,2,T,신용카드,50000,5,2,가죽 필통
2022-02-260239-1,2022-02-26,239,400,F,계좌이체,200000,16,4,연필
2022-02-260552-1,2022-02-26,552,500,F,계좌이체,250000,16,4,연필
2022-02-260723-1,2022-02-26,723,30,F,계좌이체,165000,12,3,리필 종이
2022-02-260420-1,2022-02-26,420,2,F,계좌이체,54000,6,2,가죽 필통
2022-02-260451-1,2022-02-26,451,10,F,신용카드,120000,2,1,드로잉 펜 6종세트
2022-02-270194-1,2022-02-27,194,20,F,카카오페이,100000,1,1,색연필 세트
2022-02-270125-1,2022-02-27,125,10,F,신용카드,15000,7,3,양장노트
2022-02-280299-1,2022-02-28,299,100,F,신용카드,150000,7,3,양장노트
2022-02-280683-1,2022-02-28,683,2,T,신용카드,70000,10,3,잠금장치 노트
2022-02-280515-1,2022-02-28,515,2,T,계좌이체,90000,18,4,깃펜 세트
2022-03-010762-1,2022-03-01,762,100,T,신용카드,1000000,8,3,다이어리
2022-03-010717-1,2022-03-01,717,1,F,신용카드,60000,13,4,만년필
2022-03-010695-1,2022-03-01,695,20,F,계좌이체,200000,8,3,다이어리
2022-03-010818-1,2022-03-01,818,10,F,카카오페이,170000,3,1,드로잉 펜 8종 세트
2022-03-010111-1,2022-03-01,111,200,F,계좌이체,300000,7,3,양장노트
2022-03-010675-1,2022-03-01,675,3,F,계좌이체,81000,6,2,가죽 필통
2022-03-010816-1,2022-03-01,816,20,T,신용카드,440000,9,3,잠금장치 노트
2022-03-010814-1,2022-03-01,814,2,F,카카오페이,100000,15,4,탄생석 펜
2022-03-020758-1,2022-03-02,758,1,T,카카오페이,75000,14,4,만년필
2022-03-030453-1,2022-03-03,453,2,T,신용카드,90000,18,4,깃펜 세트
2022-03-030062-1,2022-03-03,62,10,T,신용카드,270000,6,2,가죽 필통
2022-03-030817-1,2022-03-03,817,20,F,신용카드,110000,12,3,리필 종이
2022-03-030792-1,2022-03-03,792,2,F,신용카드,160000,11,3,실험 일지 세트
2022-03-040307-1,2022-03-04,307,10,F,계좌이체,120000,2,1,드로잉 펜 6종세트
2022-03-040481-1,2022-03-04,481,2,T,카카오페이,90000,18,4,깃펜 세트
2022-03-050420-1,2022-03-05,420,100,F,카카오페이,400000,17,4,지우개 세트
2022-03-050806-1,2022-03-05,806,3,F,카카오페이,81000,6,2,가죽 필통
2022-03-060004-1,2022-03-06,4,50,T,계좌이체,500000,8,3,다이어리
2022-03-060748-1,2022-03-06,748,10,T,계좌이체,750000,14,4,만년필
2022-03-060085-1,2022-03-06,85,10,F,계좌이체,800000,11,3,실험 일지 세트
2022-03-070752-1,2022-03-07,752,20,F,계좌이체,700000,10,3,잠금장치 노트
2022-03-070512-1,2022-03-07,512,150,F,계좌이체,225000,7,3,양장노트
2022-03-080228-1,2022-03-08,228,2,F,신용카드,90000,18,4,깃펜 세트
2022-03-080107-1,2022-03-08,107,10,F,신용카드,120000,2,1,드로잉 펜 6종세트
