구매_ID,구매_날짜,구매자_ID,상품_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액
2023-01-01-0712-1,2023-01-01,0712,W5,300,F,계좌이체," 1,200,000 "
2023-01-01-0752-1,2023-01-01,0752,S2,1,F,계좌이체," 10,000 "
2023-01-01-0452-1,2023-01-01,0452,A1,2,T,카카오페이," 10,000 "
2023-01-01-0078-1,2023-01-01,0078,W5,200,F,카카오페이," 800,000 "
2023-01-01-0215-1,2023-01-01,0215,W4,300,F,계좌이체," 150,000 "
2023-01-01-0256-1,2023-01-01,0256,A3,10,F,신용카드," 170,000 "
2023-01-01-0446-1,2023-01-01,0446,A1,5,T,신용카드," 25,000 "
2023-01-01-0191-1,2023-01-01,0191,S1,20,F,계좌이체," 30,000 "
2023-01-01-0381-1,2023-01-01,0381,C2,2,F,신용카드," 54,000 "
2023-01-01-0136-1,2023-01-01,0136,W2,1,F,신용카드," 75,000 "
2023-01-01-0684-1,2023-01-01,0684,A2,15,F,신용카드," 180,000 "
2023-01-01-0551-1,2023-01-01,0551,W5,300,F,신용카드," 1,200,000 "
2023-01-01-0437-1,2023-01-01,0437,S2,5,T,카카오페이," 50,000 "
2023-01-01-0373-1,2023-01-01,0373,W5,100,F,계좌이체," 400,000 "
2023-01-01-0998-1,2023-01-01,0998,W6,3,F,계좌이체," 135,000 "
2023-01-01-0589-1,2023-01-01,0589,A3,5,F,계좌이체," 85,000 "
2023-01-01-0292-1,2023-01-01,0292,A1,20,F,계좌이체," 100,000 "
2023-01-01-0673-1,2023-01-01,0673,C1,5,T,신용카드," 125,000 "
2023-01-01-0424-1,2023-01-01,0424,A1,10,T,계좌이체," 50,000 "
2023-01-01-0329-1,2023-01-01,0329,W2,2,T,계좌이체," 150,000 "
2023-01-01-0596-1,2023-01-01,0596,S1,5,F,신용카드," 7,500 "
2023-01-01-0590-1,2023-01-01,0590,A3,10,F,신용카드," 170,000 "
2023-01-01-0006-1,2023-01-01,0006,W3,2,T,신용카드," 100,000 "
2023-01-01-0260-1,2023-01-01,0260,C2,1,T,카카오페이," 27,000 "
2023-01-01-0654-1,2023-01-01,0654,A4,200,F,신용카드," 1,000,000 "
2023-01-01-0648-1,2023-01-01,0648,S1,2,F,신용카드," 3,000 "
2023-01-01-0165-1,2023-01-01,0165,W3,2,F,계좌이체," 100,000 "
2023-01-01-0114-1,2023-01-01,0114,A1,200,F,신용카드," 1,000,000 "
2023-01-01-0794-1,2023-01-01,0794,W3,2,T,계좌이체," 100,000 "
2023-01-01-0844-1,2023-01-01,0844,W3,3,T,신용카드," 150,000 "
2023-01-02-0210-1,2023-01-02,0210,W5,100,F,계좌이체," 400,000 "
2023-01-02-0770-1,2023-01-02,0770,W6,2,F,계좌이체," 90,000 "
2023-01-02-0312-1,2023-01-02,0312,S2,5,F,신용카드," 50,000 "
2023-01-02-0747-1,2023-01-02,0747,A2,10,F,계좌이체," 120,000 "
2023-01-02-0334-1,2023-01-02,0334,C1,1,T,신용카드," 25,000 "
2023-01-02-0758-1,2023-01-02,0758,S6,300,F,신용카드," 1,650,000 "
2023-01-02-0203-1,2023-01-02,0203,A2,15,F,계좌이체," 180,000 "
2023-01-02-0830-1,2023-01-02,0830,A1,100,F,계좌이체," 500,000 "
2023-01-02-0857-1,2023-01-02,0857,W4,300,F,카카오페이," 150,000 "
2023-01-02-0618-1,2023-01-02,0618,A3,15,F,카카오페이," 255,000 "
2023-01-02-0762-1,2023-01-02,0762,W1,1,F,신용카드," 60,000 "
2023-01-02-0332-1,2023-01-02,0332,C1,2,T,계좌이체," 50,000 "
2023-01-02-0584-1,2023-01-02,0584,W5,200,F,카카오페이," 800,000 "
2023-01-02-0500-1,2023-01-02,0500,A2,10,F,신용카드," 120,000 "
2023-01-02-0361-1,2023-01-02,0361,S5,1,T,계좌이체," 80,000 "
2023-01-02-0080-1,2023-01-02,0080,A4,20,F,계좌이체," 100,000 "
2023-01-02-0711-1,2023-01-02,0711,S6,15,F,계좌이체," 82,500 "
2023-01-02-0223-1,2023-01-02,0223,A1,33,T,계좌이체," 165,000 "
2023-01-02-0481-1,2023-01-02,0481,S2,25,F,신용카드," 250,000 "
2023-01-02-0186-1,2023-01-02,0186,A3,100,F,신용카드," 1,700,000 "
2023-01-02-0443-1,2023-01-02,0443,C2,2,F,신용카드," 54,000 "
2023-01-02-0565-1,2023-01-02,0565,W1,2,F,계좌이체," 120,000 "
2023-01-02-0960-1,2023-01-02,0960,W1,1,T,신용카드," 60,000 "
2023-01-02-0951-1,2023-01-02,0951,W3,2,F,계좌이체," 100,000 "
2023-01-02-0759-1,2023-01-02,0759,A2,30,F,계좌이체," 360,000 "
2023-01-02-0819-1,2023-01-02,0819,S6,200,F,계좌이체," 1,100,000 "
2023-01-02-0432-1,2023-01-02,0432,A3,15,F,계좌이체," 255,000 "
2023-01-02-0408-1,2023-01-02,0408,W6,10,F,카카오페이," 450,000 "
2023-01-02-0379-1,2023-01-02,0379,S5,5,F,카카오페이," 400,000 "
2023-01-02-0224-1,2023-01-02,0224,A2,15,F,신용카드," 180,000 "
2023-01-02-0312-2,2023-01-02,0312,A1,30,T,카카오페이," 150,000 "
2023-01-02-0901-1,2023-01-02,0901,C1,5,T,신용카드," 125,000 "
2023-01-02-0513-1,2023-01-02,0513,C2,100,F,신용카드," 2,700,000 "
2023-01-02-0240-1,2023-01-02,0240,S2,50,T,카카오페이," 500,000 "
2023-01-03-0435-1,2023-01-03,0435,W1,1,T,계좌이체," 60,000 "
2023-01-03-0879-1,2023-01-03,0879,W4,300,F,계좌이체," 150,000 "
2023-01-03-0952-1,2023-01-03,0952,A3,300,F,신용카드," 5,100,000 "
2023-01-05-0909-1,2023-01-05,0909,A2,200,F,계좌이체," 2,400,000 "
2023-01-05-0557-1,2023-01-05,0557,W6,100,F,신용카드," 4,500,000 "
2023-01-06-0017-1,2023-01-06,0017,W5,999,F,신용카드," 3,996,000 "
2023-01-06-0237-1,2023-01-06,0237,A4,10,F,계좌이체," 50,000 "
2023-01-06-0118-1,2023-01-06,0118,A2,30,F,카카오페이," 360,000 "
2023-01-07-0122-1,2023-01-07,0122,W2,10,F,계좌이체," 750,000 "
2023-01-08-0477-1,2023-01-08,0477,W4,500,F,카카오페이," 250,000 "
2023-01-08-0696-1,2023-01-08,0696,C1,10,T,계좌이체," 250,000 "
2023-01-10-0816-1,2023-01-10,0816,S1,31,F,계좌이체," 46,500 "
2023-01-10-0452-1,2023-01-10,0452,A4,30,F,계좌이체," 150,000 "
2023-01-12-0629-1,2023-01-12,0629,C2,60,F,신용카드," 1,620,000 "
2023-01-12-0889-1,2023-01-12,0889,W3,5,F,신용카드," 250,000 "
2023-01-12-0971-1,2023-01-12,0971,W1,20,F,신용카드," 1,200,000 "
2023-01-12-0638-1,2023-01-12,0638,A3,10,F,카카오페이," 170,000 "
2023-01-13-0255-1,2023-01-13,0255,C1,40,T,계좌이체," 1,000,000 "
2023-01-15-0036-1,2023-01-15,0036,C1,10,F,계좌이체," 250,000 "
2023-01-15-0734-1,2023-01-15,0734,A2,5,F,신용카드," 60,000 "
2023-01-16-0145-1,2023-01-16,0145,W5,500,F,신용카드," 2,000,000 "
2023-01-16-0516-1,2023-01-16,0516,S6,65,F,계좌이체," 357,500 "
2023-01-16-0494-1,2023-01-16,0494,W1,2,T,카카오페이," 120,000 "
2023-01-17-0839-1,2023-01-17,0839,W6,80,T,신용카드," 3,600,000 "
2023-01-17-0298-1,2023-01-17,0298,A2,100,F,계좌이체," 1,200,000 "
2023-01-19-0516-1,2023-01-19,0516,A4,10,F,계좌이체," 50,000 "
2023-01-19-0034-1,2023-01-19,0034,C1,10,T,계좌이체," 250,000 "
2023-01-20-0162-1,2023-01-20,0162,W5,500,F,계좌이체," 2,000,000 "
2023-01-20-0495-1,2023-01-20,0495,S6,600,F,신용카드," 3,300,000 "
2023-01-21-0001-1,2023-01-21,0001,A4,30,F,계좌이체," 150,000 "
2023-01-21-0019-1,2023-01-21,0019,A2,15,F,계좌이체," 180,000 "
2023-01-22-0874-1,2023-01-22,0874,S5,5,T,계좌이체," 400,000 "
2023-01-24-0187-1,2023-01-24,0187,S1,3,F,계좌이체," 4,500 "
2023-01-25-0460-1,2023-01-25,0460,A3,5,F,신용카드," 85,000 "
2023-01-26-0832-1,2023-01-26,0832,C2,5,F,신용카드," 135,000 "
2023-01-27-0473-1,2023-01-27,0473,S1,30,T,계좌이체," 45,000 "
2023-01-27-0985-1,2023-01-27,0985,W3,2,T,계좌이체," 100,000 "
2023-01-30-0696-1,2023-01-30,0696,A3,20,F,신용카드," 340,000 "
2023-01-30-0720-1,2023-01-30,0720,S6,500,F,신용카드," 2,750,000 "
2023-01-31-0584-1,2023-01-31,0584,W5,600,F,신용카드," 2,400,000 "
2023-01-31-0069-1,2023-01-31,0069,A1,15,T,계좌이체," 75,000 "
2023-01-31-0772-1,2023-01-31,0772,W3,2,T,계좌이체," 100,000 "
2023-02-01-0292-1,2023-02-01,0292,A1,30,F,계좌이체," 150,000 "
2023-02-01-0894-1,2023-02-01,0894,S3,5,F,신용카드," 110,000 "
2023-02-01-0115-1,2023-02-01,0115,W4,250,F,계좌이체," 125,000 "
2023-02-01-0901-1,2023-02-01,0901,A2,5,F,신용카드," 60,000 "
2023-02-01-0767-1,2023-02-01,0767,C1,3,T,계좌이체," 75,000 "
2023-02-02-0853-1,2023-02-02,0853,A3,20,F,신용카드," 340,000 "
2023-02-02-0596-1,2023-02-02,0596,A3,30,F,신용카드," 510,000 "
2023-02-02-0091-1,2023-02-02,0091,S5,20,F,신용카드," 1,600,000 "
2023-02-03-0341-1,2023-02-03,0341,W4,300,F,신용카드," 150,000 "
2023-02-03-0320-1,2023-02-03,0320,S6,400,F,신용카드," 2,200,000 "
2023-02-03-0890-1,2023-02-03,0890,A3,20,F,신용카드," 340,000 "
2023-02-03-0999-1,2023-02-03,0999,W1,2,T,신용카드," 120,000 "
2023-02-04-0062-1,2023-02-04,0062,A4,200,T,신용카드," 1,000,000 "
2023-02-04-0566-1,2023-02-04,0566,A1,100,T,계좌이체," 500,000 "
2023-02-04-0563-1,2023-02-04,0563,S5,1,T,신용카드," 80,000 "
2023-02-04-0457-1,2023-02-04,0457,W3,3,F,계좌이체," 150,000 "
2023-02-04-0192-1,2023-02-04,0192,A3,100,F,계좌이체," 1,700,000 "
2023-02-04-0691-1,2023-02-04,0691,W3,2,T,계좌이체," 100,000 "
2023-02-05-0512-1,2023-02-05,0512,A1,100,T,계좌이체," 500,000 "
2023-02-05-0950-1,2023-02-05,0950,S6,300,F,신용카드," 1,650,000 "
2023-02-05-0461-1,2023-02-05,0461,W4,250,F,계좌이체," 125,000 "
2023-02-05-0163-1,2023-02-05,0163,W4,300,F,카카오페이," 150,000 "
2023-02-06-0951-1,2023-02-06,0951,S6,300,F,신용카드," 1,650,000 "
2023-02-06-0538-1,2023-02-06,0538,A4,250,F,신용카드," 1,250,000 "
2023-02-06-0907-1,2023-02-06,0907,A2,5,F,계좌이체," 60,000 "
2023-02-06-0171-1,2023-02-06,0171,C1,150,F,카카오페이," 3,750,000 "
2023-02-06-0891-1,2023-02-06,0891,W1,2,T,계좌이체," 120,000 "
2023-02-07-0967-1,2023-02-07,0967,W1,5,T,카카오페이," 300,000 "
2023-02-07-0189-1,2023-02-07,0189,A2,20,F,신용카드," 240,000 "
2023-02-07-0559-1,2023-02-07,0559,W3,5,F,계좌이체," 250,000 "
2023-02-07-0321-1,2023-02-07,0321,W4,150,F,신용카드," 75,000 "
2023-02-07-0710-1,2023-02-07,0710,A3,5,F,계좌이체," 85,000 "
2023-02-07-0956-1,2023-02-07,0956,A1,100,T,카카오페이," 500,000 "
2023-02-07-0286-1,2023-02-07,0286,C2,6,F,신용카드," 162,000 "
2023-02-07-0165-1,2023-02-07,0165,S2,5,T,카카오페이," 50,000 "
2023-02-08-0365-1,2023-02-08,0365,W3,2,F,카카오페이," 100,000 "
2023-02-08-0603-1,2023-02-08,0603,C1,40,F,신용카드," 1,000,000 "
2023-02-08-0736-1,2023-02-08,0736,W6,10,F,계좌이체," 450,000 "
2023-02-08-0285-1,2023-02-08,0285,W3,20,T,신용카드," 1,000,000 "
2023-02-08-0802-1,2023-02-08,0802,A1,55,T,계좌이체," 275,000 "
2023-02-08-0559-1,2023-02-08,0559,A3,20,F,신용카드," 340,000 "
2023-02-09-0388-1,2023-02-09,0388,C2,10,T,신용카드," 270,000 "
2023-02-09-0142-1,2023-02-09,0142,A4,30,T,계좌이체," 150,000 "
2023-02-09-0503-1,2023-02-09,0503,W2,20,F,신용카드," 1,500,000 "
2023-02-09-0480-1,2023-02-09,0480,S3,10,F,카카오페이," 220,000 "
2023-02-10-0972-1,2023-02-10,0972,A2,40,F,신용카드," 480,000 "
2023-02-10-0099-1,2023-02-10,0099,S2,30,T,카카오페이," 300,000 "
2023-02-12-0341-1,2023-02-12,0341,W4,550,F,신용카드," 275,000 "
2023-02-12-0098-1,2023-02-12,0098,A1,100,T,계좌이체," 500,000 "
2023-02-12-0068-1,2023-02-12,0068,S5,6,T,신용카드," 480,000 "
2023-02-12-0914-1,2023-02-12,0914,W6,2,F,계좌이체," 90,000 "
2023-02-12-0068-2,2023-02-12,0068,A1,10,T,계좌이체," 50,000 "
2023-02-12-0099-1,2023-02-12,0099,C2,2,T,계좌이체," 54,000 "
2023-02-14-0307-1,2023-02-14,0307,W3,5,F,계좌이체," 250,000 "
2023-02-14-0477-1,2023-02-14,0477,S2,100,F,계좌이체," 1,000,000 "
2023-02-15-0824-1,2023-02-15,0824,C1,20,T,신용카드," 500,000 "
2023-02-15-0576-1,2023-02-15,0576,A4,150,F,계좌이체," 750,000 "
2023-02-15-0708-1,2023-02-15,0708,A4,200,F,신용카드," 1,000,000 "
2023-02-16-0044-1,2023-02-16,0044,W5,600,F,신용카드," 2,400,000 "
2023-02-16-0050-1,2023-02-16,0050,W1,15,T,카카오페이," 900,000 "
2023-02-16-0926-1,2023-02-16,0926,A1,200,T,계좌이체," 1,000,000 "
2023-02-17-0887-1,2023-02-17,0887,S6,150,F,신용카드," 825,000 "
2023-02-17-0791-1,2023-02-17,0791,S3,10,T,신용카드," 220,000 "
2023-02-18-0887-1,2023-02-18,0887,A3,10,F,계좌이체," 170,000 "
2023-02-18-0387-1,2023-02-18,0387,W4,400,F,계좌이체," 200,000 "
2023-02-19-0896-1,2023-02-19,0896,A2,200,F,신용카드," 2,400,000 "
2023-02-19-0816-1,2023-02-19,0816,S5,20,F,카카오페이," 1,600,000 "
2023-02-19-0064-1,2023-02-19,0064,W3,2,F,카카오페이," 100,000 "
2023-02-19-0741-1,2023-02-19,0741,A3,30,F,계좌이체," 510,000 "
2023-02-19-0059-1,2023-02-19,0059,C2,10,F,계좌이체," 270,000 "
2023-02-20-0273-1,2023-02-20,0273,S1,5,F,계좌이체," 7,500 "
2023-02-20-0804-1,2023-02-20,0804,S2,5,F,계좌이체," 50,000 "
2023-02-20-0325-1,2023-02-20,0325,S2,10,F,신용카드," 100,000 "
2023-02-21-0935-1,2023-02-21,0935,A2,80,F,계좌이체," 960,000 "
2023-02-21-0821-1,2023-02-21,0821,W3,50,T,신용카드," 2,500,000 "
2023-02-21-0205-1,2023-02-21,0205,W3,30,T,신용카드," 1,500,000 "
2023-02-21-0609-1,2023-02-21,0609,W6,10,T,카카오페이," 450,000 "
2023-02-21-0216-1,2023-02-21,0216,C2,30,T,신용카드," 810,000 "
2023-02-22-0190-1,2023-02-22,0190,A1,100,F,카카오페이," 500,000 "
2023-02-22-0981-1,2023-02-22,0981,W5,30,F,신용카드," 120,000 "
2023-02-22-0603-1,2023-02-22,0603,S3,10,F,신용카드," 220,000 "
2023-02-22-0046-1,2023-02-22,0046,A4,200,T,신용카드," 1,000,000 "
2023-02-22-0104-1,2023-02-22,0104,S5,3,F,신용카드," 240,000 "
2023-02-23-0546-1,2023-02-23,0546,C2,2,F,신용카드," 54,000 "
2023-02-23-0371-1,2023-02-23,0371,W6,2,F,계좌이체," 90,000 "
2023-02-24-0941-1,2023-02-24,0941,S2,1,F,계좌이체," 10,000 "
2023-02-24-0548-1,2023-02-24,0548,S6,300,F,계좌이체," 1,650,000 "
2023-02-25-0122-1,2023-02-25,0122,A3,5,F,계좌이체," 85,000 "
2023-02-25-0277-1,2023-02-25,0277,A4,10,T,계좌이체," 50,000 "
2023-02-25-0601-1,2023-02-25,0601,A1,100,T,계좌이체," 500,000 "
2023-02-25-0526-1,2023-02-25,0526,C1,2,F,계좌이체," 50,000 "
2023-02-26-0995-1,2023-02-26,0995,S6,600,F,신용카드," 3,300,000 "
2023-02-26-0889-1,2023-02-26,0889,W5,150,F,계좌이체," 600,000 "
2023-02-27-0968-1,2023-02-27,0968,W3,2,F,신용카드," 100,000 "
2023-02-27-0816-1,2023-02-27,0816,C1,2,T,계좌이체," 50,000 "
2023-02-27-0720-1,2023-02-27,0720,A1,40,T,계좌이체," 200,000 "
2023-02-28-0808-1,2023-02-28,0808,A2,10,F,계좌이체," 120,000 "
2023-02-28-0846-1,2023-02-28,0846,W3,5,F,계좌이체," 250,000 "
2023-02-28-0117-1,2023-02-28,0117,W1,10,T,카카오페이," 600,000 "
2023-02-28-0494-1,2023-02-28,0494,C2,20,F,계좌이체," 540,000 "
2023-03-01-0342-1,2023-03-01,0342,C1,10,F,신용카드," 250,000 "
2023-03-01-0859-1,2023-03-01,0859,A3,30,F,계좌이체," 510,000 "
2023-03-01-0927-1,2023-03-01,0927,S5,70,T,카카오페이," 5,600,000 "
2023-03-01-0072-1,2023-03-01,0072,S3,1,F,신용카드," 22,000 "
2023-03-01-0341-1,2023-03-01,0341,W2,15,T,계좌이체," 1,125,000 "
2023-03-01-0496-1,2023-03-01,0496,S6,20,F,카카오페이," 110,000 "
2023-03-01-0834-1,2023-03-01,0834,A3,20,F,신용카드," 340,000 "
2023-03-01-0482-1,2023-03-01,0482,A4,100,F,계좌이체," 500,000 "
2023-03-01-0360-1,2023-03-01,0360,W2,5,F,계좌이체," 375,000 "
2023-03-02-0609-1,2023-03-02,0609,C2,3,F,신용카드," 81,000 "
2023-03-02-0076-1,2023-03-02,0076,W5,500,F,계좌이체," 2,000,000 "
2023-03-02-0619-1,2023-03-02,0619,W3,3,F,카카오페이," 150,000 "
2023-03-02-0456-1,2023-03-02,0456,S6,600,F,신용카드," 3,300,000 "
2023-03-02-0277-1,2023-03-02,0277,S2,2,T,카카오페이," 20,000 "
2023-03-02-0713-1,2023-03-02,0713,A1,100,F,카카오페이," 500,000 "
2023-03-02-0929-1,2023-03-02,0929,C1,20,T,카카오페이," 500,000 "
2023-03-02-0658-1,2023-03-02,0658,W1,5,T,카카오페이," 300,000 "
2023-03-02-0567-1,2023-03-02,0567,W6,2,T,계좌이체," 90,000 "
2023-03-02-0813-1,2023-03-02,0813,A3,55,F,신용카드," 935,000 "
2023-03-02-0733-1,2023-03-02,0733,C2,15,F,계좌이체," 405,000 "
2023-03-03-0179-1,2023-03-03,0179,S4,5,F,신용카드," 175,000 "
2023-03-03-0710-1,2023-03-03,0710,W3,2,F,계좌이체," 100,000 "
2023-03-03-0218-1,2023-03-03,0218,S6,200,F,계좌이체," 1,100,000 "
2023-03-03-0262-1,2023-03-03,0262,A2,50,F,카카오페이," 600,000 "
2023-03-03-0972-1,2023-03-03,0972,A4,10,F,카카오페이," 50,000 "
2023-03-03-0523-1,2023-03-03,0523,W1,2,T,신용카드," 120,000 "
2023-03-03-0778-1,2023-03-03,0778,S1,1,F,신용카드," 1,500 "
2023-03-03-0359-1,2023-03-03,0359,W5,500,F,신용카드," 2,000,000 "
2023-03-03-0333-1,2023-03-03,0333,W4,400,F,계좌이체," 200,000 "
2023-03-03-0703-1,2023-03-03,0703,A2,5,F,신용카드," 60,000 "
2023-03-04-0978-1,2023-03-04,0978,A2,3,F,계좌이체," 36,000 "
2023-03-04-0982-1,2023-03-04,0982,W1,2,T,신용카드," 120,000 "
2023-03-04-0647-1,2023-03-04,0647,A4,200,T,신용카드," 1,000,000 "
2023-03-04-0056-1,2023-03-04,0056,W5,250,F,신용카드," 1,000,000 "
2023-03-04-0408-1,2023-03-04,0408,C1,5,T,신용카드," 125,000 "
2023-03-04-0121-1,2023-03-04,0121,S3,2,T,카카오페이," 44,000 "
2023-03-04-0717-1,2023-03-04,0717,S2,2,F,계좌이체," 20,000 "
2023-03-04-0041-1,2023-03-04,0041,A1,15,T,신용카드," 75,000 "
2023-03-04-0188-1,2023-03-04,0188,W4,300,F,카카오페이," 150,000 "
2023-03-04-0282-1,2023-03-04,0282,W3,2,T,신용카드," 100,000 "
2023-03-05-0707-1,2023-03-05,0707,A3,5,F,신용카드," 85,000 "
2023-03-05-0513-1,2023-03-05,0513,A2,2,F,신용카드," 24,000 "
2023-03-05-0080-1,2023-03-05,0080,W4,400,F,신용카드," 200,000 "
2023-03-05-0176-1,2023-03-05,0176,W6,2,T,신용카드," 90,000 "
2023-03-05-0266-1,2023-03-05,0266,A2,5,F,신용카드," 60,000 "
2023-03-05-0658-1,2023-03-05,0658,A1,30,F,카카오페이," 150,000 "
2023-03-06-0391-1,2023-03-06,0391,S1,2,T,카카오페이," 3,000 "
2023-03-06-0079-1,2023-03-06,0079,W6,5,F,계좌이체," 225,000 "
2023-03-06-0413-1,2023-03-06,0413,A4,100,F,카카오페이," 500,000 "
2023-03-06-0465-1,2023-03-06,0465,A1,100,T,카카오페이," 500,000 "
2023-03-06-0490-1,2023-03-06,0490,W1,5,F,계좌이체," 300,000 "
2023-03-06-0483-1,2023-03-06,0483,W3,2,F,카카오페이," 100,000 "
2023-03-06-0417-1,2023-03-06,0417,S5,2,T,신용카드," 160,000 "
2023-03-06-0452-1,2023-03-06,0452,C2,1,F,계좌이체," 27,000 "
2023-03-07-0534-1,2023-03-07,0534,S5,3,F,카카오페이," 240,000 "
2023-03-07-0129-1,2023-03-07,0129,S5,1,T,계좌이체," 80,000 "
2023-03-07-0776-1,2023-03-07,0776,A1,50,F,카카오페이," 250,000 "
2023-03-07-0667-1,2023-03-07,0667,C2,1,T,계좌이체," 27,000 "
2023-03-08-0310-1,2023-03-08,0310,W6,100,T,계좌이체," 4,500,000 "
2023-03-08-0799-1,2023-03-08,0799,C1,2,F,카카오페이," 50,000 "
2023-03-09-0398-1,2023-03-09,0398,S2,1,F,계좌이체," 10,000 "
2023-03-09-0063-1,2023-03-09,0063,W5,500,F,신용카드," 2,000,000 "
2023-03-10-0041-1,2023-03-10,0041,A2,5,F,계좌이체," 60,000 "
2023-03-10-0231-1,2023-03-10,0231,W3,2,F,계좌이체," 100,000 "
2023-03-10-0007-1,2023-03-10,0007,A4,100,T,카카오페이," 500,000 "
2023-03-10-0165-1,2023-03-10,0165,S3,2,F,계좌이체," 44,000 "
2023-03-10-0594-1,2023-03-10,0594,S5,1,T,신용카드," 80,000 "
2023-03-10-0502-1,2023-03-10,0502,W2,2,T,계좌이체," 150,000 "
2023-03-11-0120-1,2023-03-11,0120,A1,150,F,카카오페이," 750,000 "
2023-03-11-0587-1,2023-03-11,0587,C1,2,F,신용카드," 50,000 "
2023-03-11-0838-1,2023-03-11,0838,S5,1,F,계좌이체," 80,000 "
2023-03-11-0893-1,2023-03-11,0893,W4,300,F,카카오페이," 150,000 "
2023-03-11-0603-1,2023-03-11,0603,W5,500,F,신용카드," 2,000,000 "
2023-03-11-0966-1,2023-03-11,0966,A1,3,F,계좌이체," 15,000 "
2023-03-12-0881-1,2023-03-12,0881,A4,50,T,카카오페이," 250,000 "
2023-03-13-0181-1,2023-03-13,0181,W5,500,F,계좌이체," 2,000,000 "
2023-03-13-0785-1,2023-03-13,0785,S6,300,F,신용카드," 1,650,000 "
2023-03-13-0857-1,2023-03-13,0857,A1,3,F,신용카드," 15,000 "
2023-03-13-0146-1,2023-03-13,0146,W3,2,F,계좌이체," 100,000 "
2023-03-14-0235-1,2023-03-14,0235,A1,15,F,계좌이체," 75,000 "
2023-03-14-0700-1,2023-03-14,0700,W4,600,F,카카오페이," 300,000 "
2023-03-14-0339-1,2023-03-14,0339,C2,2,F,신용카드," 54,000 "
2023-03-14-0599-1,2023-03-14,0599,S6,500,F,신용카드," 2,750,000 "
2023-03-15-0126-1,2023-03-15,0126,W3,5,F,계좌이체," 250,000 "
2023-03-16-0614-1,2023-03-16,0614,A1,80,T,계좌이체," 400,000 "
2023-03-19-0576-1,2023-03-19,0576,A3,3,F,신용카드," 51,000 "
2023-03-19-0158-1,2023-03-19,0158,C2,6,T,계좌이체," 162,000 "
2023-03-24-0099-1,2023-03-24,0099,S2,5,T,계좌이체," 50,000 "
2023-03-25-0033-1,2023-03-25,0033,S4,10,T,계좌이체," 350,000 "
2023-03-29-0219-1,2023-03-29,0219,W4,770,F,계좌이체," 385,000 "
2023-03-29-0818-1,2023-03-29,0818,C1,10,F,카카오페이," 250,000 "
2023-03-30-0093-1,2023-03-30,0093,C2,5,T,계좌이체," 135,000 "
2023-03-30-0182-1,2023-03-30,0182,C1,5,T,계좌이체," 125,000 "
2023-03-30-0688-1,2023-03-30,0688,A4,100,T,계좌이체," 500,000 "
