구매_ID,구매_날짜,구매자_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액,상품_ID,카테고리,상품이름
2023-01-01-0256-1,2023-01-01,256,10,F,신용카드,170000,3,1,드로잉 펜 8종 세트
2023-01-01-0446-1,2023-01-01,446,5,T,신용카드,25000,1,1,색연필 세트
2023-01-01-0191-1,2023-01-01,191,20,F,계좌이체,30000,7,3,양장노트
2023-01-01-0381-1,2023-01-01,381,2,F,신용카드,54000,6,2,가죽 필통
2023-01-01-0136-1,2023-01-01,136,1,F,신용카드,75000,14,4,만년필
2023-01-01-0684-1,2023-01-01,684,15,F,신용카드,180000,2,1,드로잉 펜 6종세트
2023-01-01-0551-1,2023-01-01,551,300,F,신용카드,1200000,17,4,지우개 세트
2023-01-01-0437-1,2023-01-01,437,5,T,카카오페이,50000,8,3,다이어리
2023-01-01-0373-1,2023-01-01,373,100,F,계좌이체,400000,17,4,지우개 세트
2023-01-01-0998-1,2023-01-01,998,3,F,계좌이체,135000,18,4,깃펜 세트
2023-01-01-0589-1,2023-01-01,589,5,F,계좌이체,85000,3,1,드로잉 펜 8종 세트
2023-01-01-0292-1,2023-01-01,292,20,F,계좌이체,100000,1,1,색연필 세트
2023-01-01-0673-1,2023-01-01,673,5,T,신용카드,125000,5,2,가죽 필통
2023-01-01-0424-1,2023-01-01,424,10,T,계좌이체,50000,1,1,색연필 세트
2023-01-01-0329-1,2023-01-01,329,2,T,계좌이체,150000,14,4,만년필
2023-01-01-0596-1,2023-01-01,596,5,F,신용카드,7500,7,3,양장노트
2023-01-01-0590-1,2023-01-01,590,10,F,신용카드,170000,3,1,드로잉 펜 8종 세트
2023-01-01-0006-1,2023-01-01,6,2,T,신용카드,100000,15,4,탄생석 펜
2023-01-01-0260-1,2023-01-01,260,1,T,카카오페이,27000,6,2,가죽 필통
2023-01-01-0654-1,2023-01-01,654,200,F,신용카드,1000000,4,1,연필 세트
2023-01-01-0648-1,2023-01-01,648,2,F,신용카드,3000,7,3,양장노트
2023-01-01-0165-1,2023-01-01,165,2,F,계좌이체,100000,15,4,탄생석 펜
2023-01-01-0114-1,2023-01-01,114,200,F,신용카드,1000000,1,1,색연필 세트
2023-01-01-0794-1,2023-01-01,794,2,T,계좌이체,100000,15,4,탄생석 펜
2023-01-01-0844-1,2023-01-01,844,3,T,신용카드,150000,15,4,탄생석 펜
2023-01-02-0210-1,2023-01-02,210,100,F,계좌이체,400000,17,4,지우개 세트
2023-01-02-0770-1,2023-01-02,770,2,F,계좌이체,90000,18,4,깃펜 세트
2023-01-02-0312-1,2023-01-02,312,5,F,신용카드,50000,8,3,다이어리
2023-01-02-0747-1,2023-01-02,747,10,F,계좌이체,120000,2,1,드로잉 펜 6종세트
2023-01-02-0334-1,2023-01-02,334,1,T,신용카드,25000,5,2,가죽 필통
2023-01-02-0758-1,2023-01-02,758,300,F,신용카드,1650000,12,3,리필 종이
2023-01-02-0203-1,2023-01-02,203,15,F,계좌이체,180000,2,1,드로잉 펜 6종세트
2023-01-02-0830-1,2023-01-02,830,100,F,계좌이체,500000,1,1,색연필 세트
2023-01-02-0857-1,2023-01-02,857,300,F,카카오페이,150000,16,4,연필
2023-01-02-0618-1,2023-01-02,618,15,F,카카오페이,255000,3,1,드로잉 펜 8종 세트
2023-01-02-0762-1,2023-01-02,762,1,F,신용카드,60000,13,4,만년필
2023-01-02-0332-1,2023-01-02,332,2,T,계좌이체,50000,5,2,가죽 필통
2023-01-02-0584-1,2023-01-02,584,200,F,카카오페이,800000,17,4,지우개 세트
2023-01-02-0500-1,2023-01-02,500,10,F,신용카드,120000,2,1,드로잉 펜 6종세트
2023-01-02-0361-1,2023-01-02,361,1,T,계좌이체,80000,11,3,실험 일지 세트
2023-01-02-0080-1,2023-01-02,80,20,F,계좌이체,100000,4,1,연필 세트
2023-01-02-0711-1,2023-01-02,711,15,F,계좌이체,82500,12,3,리필 종이
2023-01-02-0223-1,2023-01-02,223,33,T,계좌이체,165000,1,1,색연필 세트
2023-01-02-0481-1,2023-01-02,481,25,F,신용카드,250000,8,3,다이어리
2023-01-02-0186-1,2023-01-02,186,100,F,신용카드,1700000,3,1,드로잉 펜 8종 세트
2023-01-02-0443-1,2023-01-02,443,2,F,신용카드,54000,6,2,가죽 필통
2023-01-02-0565-1,2023-01-02,565,2,F,계좌이체,120000,13,4,만년필
2023-01-02-0960-1,2023-01-02,960,1,T,신용카드,60000,13,4,만년필
2023-01-02-0951-1,2023-01-02,951,2,F,계좌이체,100000,15,4,탄생석 펜
2023-01-02-0759-1,2023-01-02,759,30,F,계좌이체,360000,2,1,드로잉 펜 6종세트
2023-01-02-0819-1,2023-01-02,819,200,F,계좌이체,1100000,12,3,리필 종이
2023-01-02-0432-1,2023-01-02,432,15,F,계좌이체,255000,3,1,드로잉 펜 8종 세트
2023-01-02-0408-1,2023-01-02,408,10,F,카카오페이,450000,18,4,깃펜 세트
2023-01-02-0379-1,2023-01-02,379,5,F,카카오페이,400000,11,3,실험 일지 세트
2023-01-02-0224-1,2023-01-02,224,15,F,신용카드,180000,2,1,드로잉 펜 6종세트
2023-01-02-0312-2,2023-01-02,312,30,T,카카오페이,150000,1,1,색연필 세트
2023-01-02-0901-1,2023-01-02,901,5,T,신용카드,125000,5,2,가죽 필통
2023-01-02-0513-1,2023-01-02,513,100,F,신용카드,2700000,6,2,가죽 필통
2023-01-02-0240-1,2023-01-02,240,50,T,카카오페이,500000,8,3,다이어리
2023-01-03-0435-1,2023-01-03,435,1,T,계좌이체,60000,13,4,만년필
2023-01-03-0879-1,2023-01-03,879,300,F,계좌이체,150000,16,4,연필
2023-01-03-0952-1,2023-01-03,952,300,F,신용카드,5100000,3,1,드로잉 펜 8종 세트
2023-01-05-0909-1,2023-01-05,909,200,F,계좌이체,2400000,2,1,드로잉 펜 6종세트
2023-01-05-0557-1,2023-01-05,557,100,F,신용카드,4500000,18,4,깃펜 세트
2023-01-06-0017-1,2023-01-06,17,999,F,신용카드,3996000,17,4,지우개 세트
2023-01-06-0237-1,2023-01-06,237,10,F,계좌이체,50000,4,1,연필 세트
2023-01-06-0118-1,2023-01-06,118,30,F,카카오페이,360000,2,1,드로잉 펜 6종세트
2023-01-07-0122-1,2023-01-07,122,10,F,계좌이체,750000,14,4,만년필
2023-01-08-0477-1,2023-01-08,477,500,F,카카오페이,250000,16,4,연필
2023-01-08-0696-1,2023-01-08,696,10,T,계좌이체,250000,5,2,가죽 필통
2023-01-10-0816-1,2023-01-10,816,31,F,계좌이체,46500,7,3,양장노트
2023-01-10-0452-1,2023-01-10,452,30,F,계좌이체,150000,4,1,연필 세트
2023-01-12-0629-1,2023-01-12,629,60,F,신용카드,1620000,6,2,가죽 필통
2023-01-12-0889-1,2023-01-12,889,5,F,신용카드,250000,15,4,탄생석 펜
2023-01-12-0971-1,2023-01-12,971,20,F,신용카드,1200000,13,4,만년필
2023-01-12-0638-1,2023-01-12,638,10,F,카카오페이,170000,3,1,드로잉 펜 8종 세트
2023-01-13-0255-1,2023-01-13,255,40,T,계좌이체,1000000,5,2,가죽 필통
2023-01-15-0036-1,2023-01-15,36,10,F,계좌이체,250000,5,2,가죽 필통
2023-01-15-0734-1,2023-01-15,734,5,F,신용카드,60000,2,1,드로잉 펜 6종세트
2023-01-16-0145-1,2023-01-16,145,500,F,신용카드,2000000,17,4,지우개 세트
2023-01-16-0516-1,2023-01-16,516,65,F,계좌이체,357500,12,3,리필 종이
2023-01-16-0494-1,2023-01-16,494,2,T,카카오페이,120000,13,4,만년필
2023-01-17-0839-1,2023-01-17,839,80,T,신용카드,3600000,18,4,깃펜 세트
2023-01-17-0298-1,2023-01-17,298,100,F,계좌이체,1200000,2,1,드로잉 펜 6종세트
2023-01-19-0516-1,2023-01-19,516,10,F,계좌이체,50000,4,1,연필 세트
2023-01-19-0034-1,2023-01-19,34,10,T,계좌이체,250000,5,2,가죽 필통
2023-01-20-0162-1,2023-01-20,162,500,F,계좌이체,2000000,17,4,지우개 세트
2023-01-20-0495-1,2023-01-20,495,600,F,신용카드,3300000,12,3,리필 종이
2023-01-21-0001-1,2023-01-21,1,30,F,계좌이체,150000,4,1,연필 세트
2023-01-21-0019-1,2023-01-21,19,15,F,계좌이체,180000,2,1,드로잉 펜 6종세트
2023-01-22-0874-1,2023-01-22,874,5,T,계좌이체,400000,11,3,실험 일지 세트
2023-01-24-0187-1,2023-01-24,187,3,F,계좌이체,4500,7,3,양장노트
2023-01-25-0460-1,2023-01-25,460,5,F,신용카드,85000,3,1,드로잉 펜 8종 세트
2023-01-26-0832-1,2023-01-26,832,5,F,신용카드,135000,6,2,가죽 필통
2023-01-27-0473-1,2023-01-27,473,30,T,계좌이체,45000,7,3,양장노트
2023-01-27-0985-1,2023-01-27,985,2,T,계좌이체,100000,15,4,탄생석 펜
2023-01-30-0696-1,2023-01-30,696,20,F,신용카드,340000,3,1,드로잉 펜 8종 세트
2023-01-30-0720-1,2023-01-30,720,500,F,신용카드,2750000,12,3,리필 종이
2023-01-31-0584-1,2023-01-31,584,600,F,신용카드,2400000,17,4,지우개 세트
2023-01-31-0069-1,2023-01-31,69,15,T,계좌이체,75000,1,1,색연필 세트
2023-01-31-0772-1,2023-01-31,772,2,T,계좌이체,100000,15,4,탄생석 펜
2023-02-01-0292-1,2023-02-01,292,30,F,계좌이체,150000,1,1,색연필 세트
2023-02-01-0894-1,2023-02-01,894,5,F,신용카드,110000,9,3,잠금장치 노트
2023-02-01-0115-1,2023-02-01,115,250,F,계좌이체,125000,16,4,연필
2023-02-01-0901-1,2023-02-01,901,5,F,신용카드,60000,2,1,드로잉 펜 6종세트
2023-02-01-0767-1,2023-02-01,767,3,T,계좌이체,75000,5,2,가죽 필통
2023-02-02-0853-1,2023-02-02,853,20,F,신용카드,340000,3,1,드로잉 펜 8종 세트
2023-02-02-0596-1,2023-02-02,596,30,F,신용카드,510000,3,1,드로잉 펜 8종 세트
2023-02-02-0091-1,2023-02-02,91,20,F,신용카드,1600000,11,3,실험 일지 세트
2023-02-03-0341-1,2023-02-03,341,300,F,신용카드,150000,16,4,연필
2023-02-03-0320-1,2023-02-03,320,400,F,신용카드,2200000,12,3,리필 종이
2023-02-03-0890-1,2023-02-03,890,20,F,신용카드,340000,3,1,드로잉 펜 8종 세트
2023-02-03-0999-1,2023-02-03,999,2,T,신용카드,120000,13,4,만년필
2023-02-04-0062-1,2023-02-04,62,200,T,신용카드,1000000,4,1,연필 세트
2023-02-04-0566-1,2023-02-04,566,100,T,계좌이체,500000,1,1,색연필 세트
2023-02-04-0563-1,2023-02-04,563,1,T,신용카드,80000,11,3,실험 일지 세트
2023-02-04-0457-1,2023-02-04,457,3,F,계좌이체,150000,15,4,탄생석 펜
2023-02-04-0192-1,2023-02-04,192,100,F,계좌이체,1700000,3,1,드로잉 펜 8종 세트
2023-02-04-0691-1,2023-02-04,691,2,T,계좌이체,100000,15,4,탄생석 펜
2023-02-05-0512-1,2023-02-05,512,100,T,계좌이체,500000,1,1,색연필 세트
2023-02-05-0950-1,2023-02-05,950,300,F,신용카드,1650000,12,3,리필 종이
2023-02-05-0461-1,2023-02-05,461,250,F,계좌이체,125000,16,4,연필
2023-02-05-0163-1,2023-02-05,163,300,F,카카오페이,150000,16,4,연필
2023-02-06-0951-1,2023-02-06,951,300,F,신용카드,1650000,12,3,리필 종이
2023-02-06-0538-1,2023-02-06,538,250,F,신용카드,1250000,4,1,연필 세트
2023-02-06-0907-1,2023-02-06,907,5,F,계좌이체,60000,2,1,드로잉 펜 6종세트
2023-02-06-0171-1,2023-02-06,171,150,F,카카오페이,3750000,5,2,가죽 필통
2023-02-06-0891-1,2023-02-06,891,2,T,계좌이체,120000,13,4,만년필
2023-02-07-0967-1,2023-02-07,967,5,T,카카오페이,300000,13,4,만년필
2023-02-07-0189-1,2023-02-07,189,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2023-02-07-0559-1,2023-02-07,559,5,F,계좌이체,250000,15,4,탄생석 펜
2023-02-07-0321-1,2023-02-07,321,150,F,신용카드,75000,16,4,연필
2023-02-07-0710-1,2023-02-07,710,5,F,계좌이체,85000,3,1,드로잉 펜 8종 세트
2023-02-07-0956-1,2023-02-07,956,100,T,카카오페이,500000,1,1,색연필 세트
2023-02-07-0286-1,2023-02-07,286,6,F,신용카드,162000,6,2,가죽 필통
2023-02-07-0165-1,2023-02-07,165,5,T,카카오페이,50000,8,3,다이어리
2023-02-08-0365-1,2023-02-08,365,2,F,카카오페이,100000,15,4,탄생석 펜
2023-02-08-0603-1,2023-02-08,603,40,F,신용카드,1000000,5,2,가죽 필통
2023-02-08-0736-1,2023-02-08,736,10,F,계좌이체,450000,18,4,깃펜 세트
2023-02-08-0285-1,2023-02-08,285,20,T,신용카드,1000000,15,4,탄생석 펜
2023-02-08-0802-1,2023-02-08,802,55,T,계좌이체,275000,1,1,색연필 세트
2023-02-08-0559-1,2023-02-08,559,20,F,신용카드,340000,3,1,드로잉 펜 8종 세트
2023-02-09-0388-1,2023-02-09,388,10,T,신용카드,270000,6,2,가죽 필통
2023-02-09-0142-1,2023-02-09,142,30,T,계좌이체,150000,4,1,연필 세트
2023-02-09-0503-1,2023-02-09,503,20,F,신용카드,1500000,14,4,만년필
2023-02-09-0480-1,2023-02-09,480,10,F,카카오페이,220000,9,3,잠금장치 노트
2023-02-10-0972-1,2023-02-10,972,40,F,신용카드,480000,2,1,드로잉 펜 6종세트
2023-02-10-0099-1,2023-02-10,99,30,T,카카오페이,300000,8,3,다이어리
2023-02-12-0341-1,2023-02-12,341,550,F,신용카드,275000,16,4,연필
2023-02-12-0098-1,2023-02-12,98,100,T,계좌이체,500000,1,1,색연필 세트
2023-02-12-0068-1,2023-02-12,68,6,T,신용카드,480000,11,3,실험 일지 세트
2023-02-12-0914-1,2023-02-12,914,2,F,계좌이체,90000,18,4,깃펜 세트
2023-02-12-0068-2,2023-02-12,68,10,T,계좌이체,50000,1,1,색연필 세트
2023-02-12-0099-1,2023-02-12,99,2,T,계좌이체,54000,6,2,가죽 필통
2023-02-14-0307-1,2023-02-14,307,5,F,계좌이체,250000,15,4,탄생석 펜
2023-02-14-0477-1,2023-02-14,477,100,F,계좌이체,1000000,8,3,다이어리
2023-02-15-0824-1,2023-02-15,824,20,T,신용카드,500000,5,2,가죽 필통
2023-02-15-0576-1,2023-02-15,576,150,F,계좌이체,750000,4,1,연필 세트
2023-02-15-0708-1,2023-02-15,708,200,F,신용카드,1000000,4,1,연필 세트
2023-02-16-0044-1,2023-02-16,44,600,F,신용카드,2400000,17,4,지우개 세트
2023-02-16-0050-1,2023-02-16,50,15,T,카카오페이,900000,13,4,만년필
2023-02-16-0926-1,2023-02-16,926,200,T,계좌이체,1000000,1,1,색연필 세트
2023-02-17-0887-1,2023-02-17,887,150,F,신용카드,825000,12,3,리필 종이
2023-02-17-0791-1,2023-02-17,791,10,T,신용카드,220000,9,3,잠금장치 노트
2023-02-18-0887-1,2023-02-18,887,10,F,계좌이체,170000,3,1,드로잉 펜 8종 세트
2023-02-18-0387-1,2023-02-18,387,400,F,계좌이체,200000,16,4,연필
2023-02-19-0896-1,2023-02-19,896,200,F,신용카드,2400000,2,1,드로잉 펜 6종세트
2023-02-19-0816-1,2023-02-19,816,20,F,카카오페이,1600000,11,3,실험 일지 세트
2023-02-19-0064-1,2023-02-19,64,2,F,카카오페이,100000,15,4,탄생석 펜
2023-02-19-0741-1,2023-02-19,741,30,F,계좌이체,510000,3,1,드로잉 펜 8종 세트
2023-02-19-0059-1,2023-02-19,59,10,F,계좌이체,270000,6,2,가죽 필통
2023-02-20-0273-1,2023-02-20,273,5,F,계좌이체,7500,7,3,양장노트
2023-02-20-0804-1,2023-02-20,804,5,F,계좌이체,50000,8,3,다이어리
2023-02-20-0325-1,2023-02-20,325,10,F,신용카드,100000,8,3,다이어리
2023-02-21-0935-1,2023-02-21,935,80,F,계좌이체,960000,2,1,드로잉 펜 6종세트
2023-02-21-0821-1,2023-02-21,821,50,T,신용카드,2500000,15,4,탄생석 펜
2023-02-21-0205-1,2023-02-21,205,30,T,신용카드,1500000,15,4,탄생석 펜
2023-02-21-0609-1,2023-02-21,609,10,T,카카오페이,450000,18,4,깃펜 세트
2023-02-21-0216-1,2023-02-21,216,30,T,신용카드,810000,6,2,가죽 필통
2023-02-22-0190-1,2023-02-22,190,100,F,카카오페이,500000,1,1,색연필 세트
2023-02-22-0981-1,2023-02-22,981,30,F,신용카드,120000,17,4,지우개 세트
2023-02-22-0603-1,2023-02-22,603,10,F,신용카드,220000,9,3,잠금장치 노트
2023-02-22-0046-1,2023-02-22,46,200,T,신용카드,1000000,4,1,연필 세트
2023-02-22-0104-1,2023-02-22,104,3,F,신용카드,240000,11,3,실험 일지 세트
2023-02-23-0546-1,2023-02-23,546,2,F,신용카드,54000,6,2,가죽 필통
2023-02-23-0371-1,2023-02-23,371,2,F,계좌이체,90000,18,4,깃펜 세트
2023-02-24-0941-1,2023-02-24,941,1,F,계좌이체,10000,8,3,다이어리
2023-02-24-0548-1,2023-02-24,548,300,F,계좌이체,1650000,12,3,리필 종이
2023-02-25-0122-1,2023-02-25,122,5,F,계좌이체,85000,3,1,드로잉 펜 8종 세트
2023-02-25-0277-1,2023-02-25,277,10,T,계좌이체,50000,4,1,연필 세트
2023-02-25-0601-1,2023-02-25,601,100,T,계좌이체,500000,1,1,색연필 세트
2023-02-25-0526-1,2023-02-25,526,2,F,계좌이체,50000,5,2,가죽 필통
2023-02-26-0995-1,2023-02-26,995,600,F,신용카드,3300000,12,3,리필 종이
2023-02-26-0889-1,2023-02-26,889,150,F,계좌이체,600000,17,4,지우개 세트
2023-02-27-0968-1,2023-02-27,968,2,F,신용카드,100000,15,4,탄생석 펜
2023-02-27-0816-1,2023-02-27,816,2,T,계좌이체,50000,5,2,가죽 필통
2023-02-27-0720-1,2023-02-27,720,40,T,계좌이체,200000,1,1,색연필 세트
2023-02-28-0808-1,2023-02-28,808,10,F,계좌이체,120000,2,1,드로잉 펜 6종세트
2023-02-28-0846-1,2023-02-28,846,5,F,계좌이체,250000,15,4,탄생석 펜
2023-02-28-0117-1,2023-02-28,117,10,T,카카오페이,600000,13,4,만년필
2023-02-28-0494-1,2023-02-28,494,20,F,계좌이체,540000,6,2,가죽 필통
2023-03-01-0342-1,2023-03-01,342,10,F,신용카드,250000,5,2,가죽 필통
2023-03-01-0859-1,2023-03-01,859,30,F,계좌이체,510000,3,1,드로잉 펜 8종 세트
2023-03-01-0927-1,2023-03-01,927,70,T,카카오페이,5600000,11,3,실험 일지 세트
2023-03-01-0072-1,2023-03-01,72,1,F,신용카드,22000,9,3,잠금장치 노트
2023-03-01-0341-1,2023-03-01,341,15,T,계좌이체,1125000,14,4,만년필
2023-03-01-0496-1,2023-03-01,496,20,F,카카오페이,110000,12,3,리필 종이
2023-03-01-0834-1,2023-03-01,834,20,F,신용카드,340000,3,1,드로잉 펜 8종 세트
2023-03-01-0482-1,2023-03-01,482,100,F,계좌이체,500000,4,1,연필 세트
2023-03-01-0360-1,2023-03-01,360,5,F,계좌이체,375000,14,4,만년필
2023-03-02-0609-1,2023-03-02,609,3,F,신용카드,81000,6,2,가죽 필통
2023-03-02-0076-1,2023-03-02,76,500,F,계좌이체,2000000,17,4,지우개 세트
2023-03-02-0619-1,2023-03-02,619,3,F,카카오페이,150000,15,4,탄생석 펜
2023-03-02-0456-1,2023-03-02,456,600,F,신용카드,3300000,12,3,리필 종이
2023-03-02-0277-1,2023-03-02,277,2,T,카카오페이,20000,8,3,다이어리
2023-03-02-0713-1,2023-03-02,713,100,F,카카오페이,500000,1,1,색연필 세트
2023-03-02-0929-1,2023-03-02,929,20,T,카카오페이,500000,5,2,가죽 필통
2023-03-02-0658-1,2023-03-02,658,5,T,카카오페이,300000,13,4,만년필
2023-03-02-0567-1,2023-03-02,567,2,T,계좌이체,90000,18,4,깃펜 세트
2023-03-02-0813-1,2023-03-02,813,55,F,신용카드,935000,3,1,드로잉 펜 8종 세트
2023-03-02-0733-1,2023-03-02,733,15,F,계좌이체,405000,6,2,가죽 필통
2023-03-03-0179-1,2023-03-03,179,5,F,신용카드,175000,10,3,잠금장치 노트
2023-03-03-0710-1,2023-03-03,710,2,F,계좌이체,100000,15,4,탄생석 펜
2023-03-03-0218-1,2023-03-03,218,200,F,계좌이체,1100000,12,3,리필 종이
2023-03-03-0262-1,2023-03-03,262,50,F,카카오페이,600000,2,1,드로잉 펜 6종세트
2023-03-03-0972-1,2023-03-03,972,10,F,카카오페이,50000,4,1,연필 세트
2023-03-03-0523-1,2023-03-03,523,2,T,신용카드,120000,13,4,만년필
2023-03-03-0778-1,2023-03-03,778,1,F,신용카드,1500,7,3,양장노트
2023-03-03-0359-1,2023-03-03,359,500,F,신용카드,2000000,17,4,지우개 세트
2023-03-03-0333-1,2023-03-03,333,400,F,계좌이체,200000,16,4,연필
2023-03-03-0703-1,2023-03-03,703,5,F,신용카드,60000,2,1,드로잉 펜 6종세트
2023-03-04-0978-1,2023-03-04,978,3,F,계좌이체,36000,2,1,드로잉 펜 6종세트
2023-03-04-0982-1,2023-03-04,982,2,T,신용카드,120000,13,4,만년필
2023-03-04-0647-1,2023-03-04,647,200,T,신용카드,1000000,4,1,연필 세트
2023-03-04-0056-1,2023-03-04,56,250,F,신용카드,1000000,17,4,지우개 세트
2023-03-04-0408-1,2023-03-04,408,5,T,신용카드,125000,5,2,가죽 필통
2023-03-04-0121-1,2023-03-04,121,2,T,카카오페이,44000,9,3,잠금장치 노트
2023-03-04-0717-1,2023-03-04,717,2,F,계좌이체,20000,8,3,다이어리
2023-03-04-0041-1,2023-03-04,41,15,T,신용카드,75000,1,1,색연필 세트
2023-03-04-0188-1,2023-03-04,188,300,F,카카오페이,150000,16,4,연필
2023-03-04-0282-1,2023-03-04,282,2,T,신용카드,100000,15,4,탄생석 펜
2023-03-05-0707-1,2023-03-05,707,5,F,신용카드,85000,3,1,드로잉 펜 8종 세트
2023-03-05-0513-1,2023-03-05,513,2,F,신용카드,24000,2,1,드로잉 펜 6종세트
2023-03-05-0080-1,2023-03-05,80,400,F,신용카드,200000,16,4,연필
2023-03-05-0176-1,2023-03-05,176,2,T,신용카드,90000,18,4,깃펜 세트
2023-03-05-0266-1,2023-03-05,266,5,F,신용카드,60000,2,1,드로잉 펜 6종세트
2023-03-05-0658-1,2023-03-05,658,30,F,카카오페이,150000,1,1,색연필 세트
2023-03-06-0391-1,2023-03-06,391,2,T,카카오페이,3000,7,3,양장노트
2023-03-06-0079-1,2023-03-06,79,5,F,계좌이체,225000,18,4,깃펜 세트
2023-03-06-0413-1,2023-03-06,413,100,F,카카오페이,500000,4,1,연필 세트
2023-03-06-0465-1,2023-03-06,465,100,T,카카오페이,500000,1,1,색연필 세트
2023-03-06-0490-1,2023-03-06,490,5,F,계좌이체,300000,13,4,만년필
2023-03-06-0483-1,2023-03-06,483,2,F,카카오페이,100000,15,4,탄생석 펜
2023-03-06-0417-1,2023-03-06,417,2,T,신용카드,160000,11,3,실험 일지 세트
2023-03-06-0452-1,2023-03-06,452,1,F,계좌이체,27000,6,2,가죽 필통
2023-03-07-0534-1,2023-03-07,534,3,F,카카오페이,240000,11,3,실험 일지 세트
2023-03-07-0129-1,2023-03-07,129,1,T,계좌이체,80000,11,3,실험 일지 세트
2023-03-07-0776-1,2023-03-07,776,50,F,카카오페이,250000,1,1,색연필 세트
2023-03-07-0667-1,2023-03-07,667,1,T,계좌이체,27000,6,2,가죽 필통
2023-03-08-0310-1,2023-03-08,310,100,T,계좌이체,4500000,18,4,깃펜 세트
2023-03-08-0799-1,2023-03-08,799,2,F,카카오페이,50000,5,2,가죽 필통
2023-03-09-0398-1,2023-03-09,398,1,F,계좌이체,10000,8,3,다이어리
2023-03-09-0063-1,2023-03-09,63,500,F,신용카드,2000000,17,4,지우개 세트
2023-03-10-0041-1,2023-03-10,41,5,F,계좌이체,60000,2,1,드로잉 펜 6종세트
2023-03-10-0231-1,2023-03-10,231,2,F,계좌이체,100000,15,4,탄생석 펜
2023-03-10-0007-1,2023-03-10,7,100,T,카카오페이,500000,4,1,연필 세트
2023-03-10-0165-1,2023-03-10,165,2,F,계좌이체,44000,9,3,잠금장치 노트
2023-03-10-0594-1,2023-03-10,594,1,T,신용카드,80000,11,3,실험 일지 세트
2023-03-10-0502-1,2023-03-10,502,2,T,계좌이체,150000,14,4,만년필
2023-03-11-0120-1,2023-03-11,120,150,F,카카오페이,750000,1,1,색연필 세트
