구매_ID,구매_날짜,구매자_ID,상품_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액
2022-01-120104-1,2022-01-12,0104,C2,5,T,카카오페이," 135,000 "
2022-01-120227-1,2022-01-12,0227,C1,3,F,신용카드," 75,000 "
2022-01-120302-1,2022-01-12,0302,S6,120,F,신용카드," 660,000 "
2022-01-120198-1,2022-01-12,0198,A4,200,T,카카오페이," 1,000,000 "
2022-01-130846-1,2022-01-13,0846,C1,10,F,신용카드," 250,000 "
2022-01-130668-1,2022-01-13,0668,S5,2,F,계좌이체," 160,000 "
2022-01-150131-1,2022-01-15,0131,S1,100,T,계좌이체," 150,000 "
2022-01-150556-1,2022-01-15,0556,C2,3,F,계좌이체," 81,000 "
2022-01-150546-1,2022-01-15,0546,W1,2,T,계좌이체," 120,000 "
2022-01-150824-1,2022-01-15,0824,S2,15,T,계좌이체," 150,000 "
2022-01-150592-1,2022-01-15,0592,C1,10,T,카카오페이," 250,000 "
2022-01-160107-1,2022-01-16,0107,C1,2,T,계좌이체," 50,000 "
2022-01-160485-1,2022-01-16,0485,C2,5,T,계좌이체," 135,000 "
2022-01-160243-1,2022-01-16,0243,S3,7,F,신용카드," 154,000 "
2022-01-160729-1,2022-01-16,0729,S3,3,T,신용카드," 66,000 "
2022-01-160128-1,2022-01-16,0128,W6,5,T,계좌이체," 225,000 "
2022-01-160227-1,2022-01-16,0227,W5,30,F,카카오페이," 120,000 "
2022-01-170463-1,2022-01-17,0463,S1,70,T,신용카드," 105,000 "
2022-01-170376-1,2022-01-17,0376,A3,15,F,계좌이체," 255,000 "
2022-01-170051-1,2022-01-17,0051,W4,70,F,계좌이체," 35,000 "
2022-01-180087-1,2022-01-18,0087,W6,2,T,신용카드," 90,000 "
2022-01-180263-1,2022-01-18,0263,W2,1,T,신용카드," 75,000 "
2022-01-180251-1,2022-01-18,0251,A1,12,T,신용카드," 60,000 "
2022-01-180266-1,2022-01-18,0266,C1,3,T,카카오페이," 75,000 "
2022-01-190303-1,2022-01-19,0303,S1,20,F,계좌이체," 30,000 "
2022-01-200629-1,2022-01-20,0629,A3,5,F,신용카드," 85,000 "
2022-01-200093-1,2022-01-20,0093,A3,7,F,신용카드," 119,000 "
2022-01-200806-1,2022-01-20,0806,S3,6,F,계좌이체," 132,000 "
2022-01-210074-1,2022-01-21,0074,S4,5,F,계좌이체," 175,000 "
2022-01-210325-1,2022-01-21,0325,C2,3,F,신용카드," 81,000 "
2022-01-210263-1,2022-01-21,0263,W4,50,F,계좌이체," 25,000 "
2022-01-210035-1,2022-01-21,0035,S3,2,F,계좌이체," 44,000 "
2022-01-220502-1,2022-01-22,0502,S2,10,F,계좌이체," 100,000 "
2022-01-220171-1,2022-01-22,0171,W3,2,T,카카오페이," 100,000 "
2022-01-230521-1,2022-01-23,0521,A3,10,F,카카오페이," 170,000 "
2022-01-230619-1,2022-01-23,0619,A2,7,F,신용카드," 84,000 "
2022-01-230491-1,2022-01-23,0491,C2,3,F,계좌이체," 81,000 "
2022-01-230357-1,2022-01-23,0357,W1,2,F,신용카드," 120,000 "
2022-01-240623-1,2022-01-24,0623,S5,5,T,계좌이체," 400,000 "
2022-01-240362-1,2022-01-24,0362,A2,10,F,카카오페이," 120,000 "
2022-01-240831-1,2022-01-24,0831,S3,7,T,신용카드," 154,000 "
2022-01-240652-1,2022-01-24,0652,A1,30,T,계좌이체," 150,000 "
2022-01-250218-1,2022-01-25,0218,W2,2,F,계좌이체," 150,000 "
2022-01-260041-1,2022-01-26,0041,W3,1,T,계좌이체," 50,000 "
2022-01-260269-1,2022-01-26,0269,A3,10,F,카카오페이," 170,000 "
2022-01-260326-1,2022-01-26,0326,W1,3,T,신용카드," 180,000 "
2022-01-260046-1,2022-01-26,0046,A2,10,F,신용카드," 120,000 "
2022-01-270720-1,2022-01-27,0720,W1,3,F,계좌이체," 180,000 "
2022-01-270240-1,2022-01-27,0240,S5,2,T,신용카드," 160,000 "
2022-01-280107-1,2022-01-28,0107,W5,100,F,계좌이체," 400,000 "
2022-01-290284-1,2022-01-29,0284,W2,3,F,신용카드," 225,000 "
2022-01-290350-1,2022-01-29,0350,S5,2,F,계좌이체," 160,000 "
2022-01-290285-1,2022-01-29,0285,A2,10,F,신용카드," 120,000 "
2022-01-290222-1,2022-01-29,0222,S2,6,T,카카오페이," 60,000 "
2022-01-290271-1,2022-01-29,0271,W4,70,F,신용카드," 35,000 "
2022-01-290549-1,2022-01-29,0549,C1,2,T,카카오페이," 50,000 "
2022-01-290242-1,2022-01-29,0242,A2,12,F,계좌이체," 144,000 "
2022-01-300370-1,2022-01-30,0370,S6,30,F,계좌이체," 165,000 "
2022-01-300618-1,2022-01-30,0618,S3,5,T,신용카드," 110,000 "
2022-01-300294-1,2022-01-30,0294,A2,15,F,신용카드," 180,000 "
2022-01-310015-1,2022-01-31,0015,S3,2,T,카카오페이," 44,000 "
2022-01-310412-1,2022-01-31,0412,W1,2,F,신용카드," 120,000 "
2022-01-310061-1,2022-01-31,0061,S5,2,F,신용카드," 160,000 "
2022-01-310790-1,2022-01-31,0790,C1,1,T,신용카드," 25,000 "
2022-02-010566-1,2022-02-01,0566,A3,7,F,카카오페이," 119,000 "
2022-02-010647-1,2022-02-01,0647,C2,3,T,계좌이체," 81,000 "
2022-02-010387-1,2022-02-01,0387,W3,2,F,계좌이체," 100,000 "
2022-02-010193-1,2022-02-01,0193,S5,2,F,계좌이체," 160,000 "
2022-02-010653-1,2022-02-01,0653,S4,3,T,계좌이체," 105,000 "
2022-02-010557-1,2022-02-01,0557,C2,5,F,신용카드," 135,000 "
2022-02-010633-1,2022-02-01,0633,A4,15,T,신용카드," 75,000 "
2022-02-010464-1,2022-02-01,0464,C1,2,F,계좌이체," 50,000 "
2022-02-010326-1,2022-02-01,0326,W2,3,F,신용카드," 225,000 "
2022-02-010236-1,2022-02-01,0236,S1,50,T,신용카드," 75,000 "
2022-02-010305-1,2022-02-01,0305,A1,10,F,계좌이체," 50,000 "
2022-02-010526-1,2022-02-01,0526,C1,2,F,계좌이체," 50,000 "
2022-02-010340-1,2022-02-01,0340,C1,3,F,계좌이체," 75,000 "
2022-02-010465-1,2022-02-01,0465,A3,7,F,신용카드," 119,000 "
2022-02-020507-1,2022-02-02,0507,S3,3,T,신용카드," 66,000 "
2022-02-020059-1,2022-02-02,0059,W6,10,T,계좌이체," 450,000 "
2022-02-020511-1,2022-02-02,0511,W1,5,T,계좌이체," 300,000 "
2022-02-020757-1,2022-02-02,0757,C2,5,T,계좌이체," 135,000 "
2022-02-020268-1,2022-02-02,0268,A2,7,F,신용카드," 84,000 "
2022-02-020117-1,2022-02-02,0117,W5,20,F,계좌이체," 80,000 "
2022-02-020064-1,2022-02-02,0064,A3,7,F,신용카드," 119,000 "
2022-02-020630-1,2022-02-02,0630,S6,6,F,계좌이체," 33,000 "
2022-02-020541-1,2022-02-02,0541,A3,9,F,신용카드," 153,000 "
2022-02-030784-1,2022-02-03,0784,S5,1,T,계좌이체," 80,000 "
2022-02-030063-1,2022-02-03,0063,W3,3,T,계좌이체," 150,000 "
2022-02-030230-1,2022-02-03,0230,S4,5,T,신용카드," 175,000 "
2022-02-030487-1,2022-02-03,0487,W4,150,F,신용카드," 75,000 "
2022-02-030354-1,2022-02-03,0354,W3,2,T,카카오페이," 100,000 "
2022-02-030521-1,2022-02-03,0521,S2,10,T,계좌이체," 100,000 "
2022-02-040487-1,2022-02-04,0487,S2,5,F,카카오페이," 50,000 "
2022-02-040333-1,2022-02-04,0333,S1,15,T,계좌이체," 22,500 "
2022-02-040570-1,2022-02-04,0570,W5,30,F,신용카드," 120,000 "
2022-02-040006-1,2022-02-04,0006,C1,3,F,계좌이체," 75,000 "
2022-02-040576-1,2022-02-04,0576,S2,2,T,신용카드," 20,000 "
2022-02-040089-1,2022-02-04,0089,W1,2,T,신용카드," 120,000 "
2022-02-040578-1,2022-02-04,0578,W5,15,F,신용카드," 60,000 "
2022-02-050762-1,2022-02-05,0762,A4,30,T,계좌이체," 150,000 "
2022-02-050806-1,2022-02-05,0806,W1,2,T,계좌이체," 120,000 "
2022-02-050005-1,2022-02-05,0005,S2,10,F,계좌이체," 100,000 "
2022-02-050304-1,2022-02-05,0304,C2,3,T,신용카드," 81,000 "
2022-02-050363-1,2022-02-05,0363,W5,50,F,계좌이체," 200,000 "
2022-02-050593-1,2022-02-05,0593,S3,10,T,신용카드," 220,000 "
2022-02-050002-1,2022-02-05,0002,W2,7,F,신용카드," 525,000 "
2022-02-050524-1,2022-02-05,0524,W3,3,F,카카오페이," 150,000 "
2022-02-050395-1,2022-02-05,0395,W6,5,T,계좌이체," 225,000 "
2022-02-060187-1,2022-02-06,0187,S4,10,F,신용카드," 350,000 "
2022-02-060845-1,2022-02-06,0845,W5,120,F,신용카드," 480,000 "
2022-02-060729-1,2022-02-06,0729,S3,20,F,카카오페이," 440,000 "
2022-02-060720-1,2022-02-06,0720,A1,30,F,계좌이체," 150,000 "
2022-02-060286-1,2022-02-06,0286,C2,15,T,카카오페이," 405,000 "
2022-02-060224-1,2022-02-06,0224,W5,250,F,신용카드," 1,000,000 "
2022-02-070146-1,2022-02-07,0146,S2,100,T,신용카드," 1,000,000 "
2022-02-070411-1,2022-02-07,0411,S4,30,F,신용카드," 1,050,000 "
2022-02-070321-1,2022-02-07,0321,A4,2,F,계좌이체," 10,000 "
2022-02-070351-1,2022-02-07,0351,W3,5,T,카카오페이," 250,000 "
2022-02-070405-1,2022-02-07,0405,A2,20,F,신용카드," 240,000 "
2022-02-070094-1,2022-02-07,0094,S3,20,F,계좌이체," 440,000 "
2022-02-070501-1,2022-02-07,0501,S4,30,T,신용카드," 1,050,000 "
2022-02-070825-1,2022-02-07,0825,W2,1,F,신용카드," 75,000 "
2022-02-070306-1,2022-02-07,0306,S3,20,T,계좌이체," 440,000 "
2022-02-080589-1,2022-02-08,0589,A1,10,F,신용카드," 50,000 "
2022-02-080403-1,2022-02-08,0403,S6,32,F,계좌이체," 176,000 "
2022-02-080040-1,2022-02-08,0040,C2,20,F,신용카드," 540,000 "
2022-02-080437-1,2022-02-08,0437,S3,10,F,신용카드," 220,000 "
2022-02-080367-1,2022-02-08,0367,A3,20,F,신용카드," 340,000 "
2022-02-080792-1,2022-02-08,0792,C2,1,F,신용카드," 27,000 "
2022-02-080699-1,2022-02-08,0699,W4,200,F,계좌이체," 100,000 "
2022-02-090802-1,2022-02-09,0802,W2,3,F,신용카드," 225,000 "
2022-02-090201-1,2022-02-09,0201,C2,15,T,계좌이체," 405,000 "
2022-02-090405-1,2022-02-09,0405,S3,20,T,신용카드," 440,000 "
2022-02-090529-1,2022-02-09,0529,W6,3,T,계좌이체," 135,000 "
2022-02-090328-1,2022-02-09,0328,W5,100,F,신용카드," 400,000 "
2022-02-090748-1,2022-02-09,0748,W3,2,T,카카오페이," 100,000 "
2022-02-090379-1,2022-02-09,0379,S3,15,F,신용카드," 330,000 "
2022-02-100149-1,2022-02-10,0149,A2,30,F,계좌이체," 360,000 "
2022-02-100612-1,2022-02-10,0612,S3,20,F,신용카드," 440,000 "
2022-02-110772-1,2022-02-11,0772,A2,10,F,신용카드," 120,000 "
2022-02-110236-1,2022-02-11,0236,W2,3,T,신용카드," 225,000 "
2022-02-110717-1,2022-02-11,0717,W3,2,T,계좌이체," 100,000 "
2022-02-110280-1,2022-02-11,0280,A4,100,F,카카오페이," 500,000 "
2022-02-110039-1,2022-02-11,0039,A4,20,T,계좌이체," 100,000 "
2022-02-110103-1,2022-02-11,0103,S4,15,T,신용카드," 525,000 "
2022-02-110843-1,2022-02-11,0843,W2,2,F,계좌이체," 150,000 "
2022-02-120321-1,2022-02-12,0321,W2,1,T,카카오페이," 75,000 "
2022-02-120279-1,2022-02-12,0279,W6,2,T,계좌이체," 90,000 "
2022-02-120410-1,2022-02-12,0410,S5,6,T,신용카드," 480,000 "
2022-02-120499-1,2022-02-12,0499,S2,20,T,카카오페이," 200,000 "
2022-02-120560-1,2022-02-12,0560,S4,10,F,계좌이체," 350,000 "
2022-02-130422-1,2022-02-13,0422,W6,5,F,계좌이체," 225,000 "
2022-02-130311-1,2022-02-13,0311,W3,2,T,계좌이체," 100,000 "
2022-02-130188-1,2022-02-13,0188,S1,100,F,계좌이체," 150,000 "
2022-02-140781-1,2022-02-14,0781,A2,10,F,계좌이체," 120,000 "
2022-02-140548-1,2022-02-14,0548,C2,2,T,계좌이체," 54,000 "
2022-02-140055-1,2022-02-14,0055,W4,300,F,계좌이체," 150,000 "
2022-02-140798-1,2022-02-14,0798,A3,10,F,신용카드," 170,000 "
2022-02-140139-1,2022-02-14,0139,W1,2,F,계좌이체," 120,000 "
2022-02-140296-1,2022-02-14,0296,W6,5,F,신용카드," 225,000 "
2022-02-150668-1,2022-02-15,0668,S1,100,T,계좌이체," 150,000 "
2022-02-150364-1,2022-02-15,0364,A1,20,T,계좌이체," 100,000 "
2022-02-150766-1,2022-02-15,0766,S5,5,F,카카오페이," 400,000 "
2022-02-150229-1,2022-02-15,0229,A1,20,F,계좌이체," 100,000 "
2022-02-150686-1,2022-02-15,0686,A4,20,T,계좌이체," 100,000 "
2022-02-160760-1,2022-02-16,0760,C2,1,F,카카오페이," 27,000 "
2022-02-160642-1,2022-02-16,0642,S6,20,F,신용카드," 110,000 "
2022-02-160239-1,2022-02-16,0239,S3,20,T,카카오페이," 440,000 "
2022-02-160121-1,2022-02-16,0121,W1,1,T,신용카드," 60,000 "
2022-02-160536-1,2022-02-16,0536,A3,3,F,신용카드," 51,000 "
2022-02-160449-1,2022-02-16,0449,S1,100,F,계좌이체," 150,000 "
2022-02-160296-1,2022-02-16,0296,C2,5,F,카카오페이," 135,000 "
2022-02-170030-1,2022-02-17,0030,S3,3,F,계좌이체," 66,000 "
2022-02-170613-1,2022-02-17,0613,W3,2,T,계좌이체," 100,000 "
2022-02-170604-1,2022-02-17,0604,S1,100,F,카카오페이," 150,000 "
2022-02-170719-1,2022-02-17,0719,W3,2,T,카카오페이," 100,000 "
2022-02-170672-1,2022-02-17,0672,S6,30,F,계좌이체," 165,000 "
2022-02-170524-1,2022-02-17,0524,S1,100,F,카카오페이," 150,000 "
2022-02-170205-1,2022-02-17,0205,C2,2,T,신용카드," 54,000 "
2022-02-170217-1,2022-02-17,0217,W4,400,F,계좌이체," 200,000 "
2022-02-180638-1,2022-02-18,0638,W4,500,F,카카오페이," 250,000 "
2022-02-180232-1,2022-02-18,0232,S6,20,F,신용카드," 110,000 "
2022-02-180389-1,2022-02-18,0389,S2,10,T,계좌이체," 100,000 "
2022-02-180833-1,2022-02-18,0833,W5,30,F,신용카드," 120,000 "
2022-02-180439-1,2022-02-18,0439,C2,20,T,계좌이체," 540,000 "
2022-02-180739-1,2022-02-18,0739,S5,4,T,신용카드," 320,000 "
2022-02-180110-1,2022-02-18,0110,S5,1,T,계좌이체," 80,000 "
2022-02-180230-1,2022-02-18,0230,S3,2,F,신용카드," 44,000 "
2022-02-180278-1,2022-02-18,0278,W4,300,F,계좌이체," 150,000 "
2022-02-190815-1,2022-02-19,0815,W3,2,F,신용카드," 100,000 "
2022-02-190387-1,2022-02-19,0387,S5,5,T,카카오페이," 400,000 "
2022-02-190420-1,2022-02-19,0420,W6,5,T,카카오페이," 225,000 "
2022-02-190147-1,2022-02-19,0147,C1,15,T,카카오페이," 375,000 "
2022-02-190696-1,2022-02-19,0696,S5,3,T,계좌이체," 240,000 "
2022-02-190295-1,2022-02-19,0295,A1,100,F,계좌이체," 500,000 "
2022-02-200838-1,2022-02-20,0838,A2,20,F,카카오페이," 240,000 "
2022-02-200280-1,2022-02-20,0280,A2,5,F,계좌이체," 60,000 "
2022-02-200191-1,2022-02-20,0191,S6,30,F,신용카드," 165,000 "
2022-02-200086-1,2022-02-20,0086,A4,15,T,계좌이체," 75,000 "
2022-02-200787-1,2022-02-20,0787,W2,3,T,카카오페이," 225,000 "
2022-02-200794-1,2022-02-20,0794,A2,20,F,계좌이체," 240,000 "
2022-02-200499-1,2022-02-20,0499,S4,5,F,신용카드," 175,000 "
2022-02-200236-1,2022-02-20,0236,W4,500,F,카카오페이," 250,000 "
2022-02-200038-1,2022-02-20,0038,W4,200,F,계좌이체," 100,000 "
2022-02-200738-1,2022-02-20,0738,S2,15,F,카카오페이," 150,000 "
2022-02-210762-1,2022-02-21,0762,W6,20,F,카카오페이," 900,000 "
2022-02-210021-1,2022-02-21,0021,S1,300,F,계좌이체," 450,000 "
2022-02-210201-1,2022-02-21,0201,S4,20,F,계좌이체," 700,000 "
2022-02-210370-1,2022-02-21,0370,W1,1,T,계좌이체," 60,000 "
2022-02-210718-1,2022-02-21,0718,W4,200,F,카카오페이," 100,000 "
2022-02-210297-1,2022-02-21,0297,A4,30,T,카카오페이," 150,000 "
2022-02-210793-1,2022-02-21,0793,W5,200,F,계좌이체," 800,000 "
2022-02-220759-1,2022-02-22,0759,W1,2,F,계좌이체," 120,000 "
2022-02-220412-1,2022-02-22,0412,S5,3,F,카카오페이," 240,000 "
2022-02-220181-1,2022-02-22,0181,S5,5,T,카카오페이," 400,000 "
2022-02-220121-1,2022-02-22,0121,S5,1,T,카카오페이," 80,000 "
2022-02-220630-1,2022-02-22,0630,A3,20,F,계좌이체," 340,000 "
2022-02-220320-1,2022-02-22,0320,S3,30,T,신용카드," 660,000 "
2022-02-220708-1,2022-02-22,0708,W4,200,F,카카오페이," 100,000 "
2022-02-220186-1,2022-02-22,0186,W2,1,T,신용카드," 75,000 "
2022-02-230351-1,2022-02-23,0351,S5,20,F,계좌이체," 1,600,000 "
2022-02-230653-1,2022-02-23,0653,W2,1,T,신용카드," 75,000 "
2022-02-230458-1,2022-02-23,0458,W4,300,F,계좌이체," 150,000 "
2022-02-230051-1,2022-02-23,0051,W4,500,F,신용카드," 250,000 "
2022-02-230239-1,2022-02-23,0239,C2,3,T,계좌이체," 81,000 "
2022-02-230281-1,2022-02-23,0281,W4,400,F,신용카드," 200,000 "
2022-02-230372-1,2022-02-23,0372,A4,20,T,계좌이체," 100,000 "
2022-02-230240-1,2022-02-23,0240,S3,10,T,신용카드," 220,000 "
2022-02-230783-1,2022-02-23,0783,W2,2,T,계좌이체," 150,000 "
2022-02-230284-1,2022-02-23,0284,W3,3,T,계좌이체," 150,000 "
2022-02-230173-1,2022-02-23,0173,A1,100,F,계좌이체," 500,000 "
2022-02-230648-1,2022-02-23,0648,S5,2,F,카카오페이," 160,000 "
2022-02-240578-1,2022-02-24,0578,S4,5,F,신용카드," 175,000 "
2022-02-240055-1,2022-02-24,0055,S2,15,F,카카오페이," 150,000 "
2022-02-240418-1,2022-02-24,0418,W6,10,F,계좌이체," 450,000 "
2022-02-240071-1,2022-02-24,0071,S6,30,F,계좌이체," 165,000 "
2022-02-240461-1,2022-02-24,0461,S5,1,F,신용카드," 80,000 "
2022-02-240786-1,2022-02-24,0786,W2,2,F,카카오페이," 150,000 "
2022-02-240565-1,2022-02-24,0565,A4,100,F,계좌이체," 500,000 "
2022-02-240193-1,2022-02-24,0193,C2,2,F,계좌이체," 54,000 "
2022-02-240239-1,2022-02-24,0239,S3,5,F,계좌이체," 110,000 "
2022-02-250764-1,2022-02-25,0764,S1,100,F,카카오페이," 150,000 "
2022-02-250831-1,2022-02-25,0831,S2,20,T,계좌이체," 200,000 "
2022-02-250136-1,2022-02-25,0136,W1,1,T,계좌이체," 60,000 "
2022-02-250287-1,2022-02-25,0287,W6,3,F,신용카드," 135,000 "
2022-02-250263-1,2022-02-25,0263,A1,20,F,계좌이체," 100,000 "
2022-02-250620-1,2022-02-25,0620,C2,10,F,계좌이체," 270,000 "
2022-02-250644-1,2022-02-25,0644,S1,250,T,신용카드," 375,000 "
2022-02-250020-1,2022-02-25,0020,A3,10,F,신용카드," 170,000 "
2022-02-250577-1,2022-02-25,0577,W3,3,T,계좌이체," 150,000 "
2022-02-250759-1,2022-02-25,0759,W4,200,F,계좌이체," 100,000 "
2022-02-250397-1,2022-02-25,0397,C1,2,T,신용카드," 50,000 "
2022-02-260239-1,2022-02-26,0239,W4,400,F,계좌이체," 200,000 "
2022-02-260552-1,2022-02-26,0552,W4,500,F,계좌이체," 250,000 "
2022-02-260723-1,2022-02-26,0723,S6,30,F,계좌이체," 165,000 "
2022-02-260420-1,2022-02-26,0420,C2,2,F,계좌이체," 54,000 "
2022-02-260451-1,2022-02-26,0451,A2,10,F,신용카드," 120,000 "
2022-02-270194-1,2022-02-27,0194,A1,20,F,카카오페이," 100,000 "
2022-02-270125-1,2022-02-27,0125,S1,10,F,신용카드," 15,000 "
2022-02-280299-1,2022-02-28,0299,S1,100,F,신용카드," 150,000 "
2022-02-280683-1,2022-02-28,0683,S4,2,T,신용카드," 70,000 "
2022-02-280515-1,2022-02-28,0515,W6,2,T,계좌이체," 90,000 "
2022-03-010762-1,2022-03-01,0762,S2,100,T,신용카드," 1,000,000 "
2022-03-010717-1,2022-03-01,0717,W1,1,F,신용카드," 60,000 "
2022-03-010695-1,2022-03-01,0695,S2,20,F,계좌이체," 200,000 "
2022-03-010818-1,2022-03-01,0818,A3,10,F,카카오페이," 170,000 "
2022-03-010111-1,2022-03-01,0111,S1,200,F,계좌이체," 300,000 "
2022-03-010675-1,2022-03-01,0675,C2,3,F,계좌이체," 81,000 "
2022-03-010816-1,2022-03-01,0816,S3,20,T,신용카드," 440,000 "
2022-03-010814-1,2022-03-01,0814,W3,2,F,카카오페이," 100,000 "
2022-03-020758-1,2022-03-02,0758,W2,1,T,카카오페이," 75,000 "
2022-03-030453-1,2022-03-03,0453,W6,2,T,신용카드," 90,000 "
2022-03-030062-1,2022-03-03,0062,C2,10,T,신용카드," 270,000 "
2022-03-030817-1,2022-03-03,0817,S6,20,F,신용카드," 110,000 "
2022-03-030792-1,2022-03-03,0792,S5,2,F,신용카드," 160,000 "
2022-03-040307-1,2022-03-04,0307,A2,10,F,계좌이체," 120,000 "
2022-03-040481-1,2022-03-04,0481,W6,2,T,카카오페이," 90,000 "
2022-03-050420-1,2022-03-05,0420,W5,100,F,카카오페이," 400,000 "
2022-03-050806-1,2022-03-05,0806,C2,3,F,카카오페이," 81,000 "
2022-03-060004-1,2022-03-06,0004,S2,50,T,계좌이체," 500,000 "
2022-03-060748-1,2022-03-06,0748,W2,10,T,계좌이체," 750,000 "
2022-03-060085-1,2022-03-06,0085,S5,10,F,계좌이체," 800,000 "
2022-03-070752-1,2022-03-07,0752,S4,20,F,계좌이체," 700,000 "
2022-03-070512-1,2022-03-07,0512,S1,150,F,계좌이체," 225,000 "
2022-03-080228-1,2022-03-08,0228,W6,2,F,신용카드," 90,000 "
2022-03-080107-1,2022-03-08,0107,A2,10,F,신용카드," 120,000 "
2022-03-080514-1,2022-03-08,0514,A2,15,F,신용카드," 180,000 "
2022-03-080198-1,2022-03-08,0198,A3,3,F,계좌이체," 51,000 "
2022-03-090334-1,2022-03-09,0334,W5,20,F,계좌이체," 80,000 "
2022-03-090276-1,2022-03-09,0276,W5,200,F,계좌이체," 800,000 "
2022-03-090158-1,2022-03-09,0158,W5,40,F,계좌이체," 160,000 "
2022-03-100014-1,2022-03-10,0014,S1,200,T,카카오페이," 300,000 "
2022-03-100475-1,2022-03-10,0475,W5,100,F,카카오페이," 400,000 "
2022-03-100011-1,2022-03-10,0011,S5,2,F,신용카드," 160,000 "
2022-03-100247-1,2022-03-10,0247,W3,1,F,카카오페이," 50,000 "
2022-03-110004-1,2022-03-11,0004,W4,100,F,카카오페이," 50,000 "
2022-03-110683-1,2022-03-11,0683,S4,10,F,카카오페이," 350,000 "
2022-03-110593-1,2022-03-11,0593,S3,20,F,신용카드," 440,000 "
2022-03-110480-1,2022-03-11,0480,S2,10,F,계좌이체," 100,000 "
2022-03-110351-1,2022-03-11,0351,S6,20,F,카카오페이," 110,000 "
2022-03-120716-1,2022-03-12,0716,W4,100,F,계좌이체," 50,000 "
2022-03-130167-1,2022-03-13,0167,S6,20,F,신용카드," 110,000 "
2022-03-130325-1,2022-03-13,0325,W2,2,T,계좌이체," 150,000 "
2022-03-130011-1,2022-03-13,0011,C2,10,F,신용카드," 270,000 "
2022-03-140762-1,2022-03-14,0762,S1,200,F,카카오페이," 300,000 "
2022-03-140462-1,2022-03-14,0462,S3,20,F,계좌이체," 440,000 "
2022-03-150144-1,2022-03-15,0144,W6,10,T,계좌이체," 450,000 "
2022-03-160412-1,2022-03-16,0412,W4,200,F,카카오페이," 100,000 "
2022-03-160602-1,2022-03-16,0602,S4,10,F,카카오페이," 350,000 "
2022-03-160633-1,2022-03-16,0633,A4,20,F,카카오페이," 100,000 "
2022-03-160785-1,2022-03-16,0785,S2,30,T,신용카드," 300,000 "
2022-03-170421-1,2022-03-17,0421,W2,2,F,계좌이체," 150,000 "
