구매_ID,구매_날짜,구매자_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액,상품_ID,카테고리,상품이름
2020-01-19-0066-1,2020-01-19,66,7,F,신용카드,119000,3,1,드로잉 펜 8종 세트
2020-01-19-0079-1,2020-01-19,79,3,F,계좌이체,150000,15,4,탄생석 펜
2020-01-19-0099-1,2020-01-19,99,91,F,카카오페이,45500,16,4,연필
2020-01-20-0094-1,2020-01-20,94,22,T,계좌이체,770000,10,3,잠금장치 노트
2020-01-20-0058-1,2020-01-20,58,2,F,신용카드,44000,9,3,잠금장치 노트
2020-01-20-0046-1,2020-01-20,46,10,F,계좌이체,55000,12,3,리필 종이
2020-01-21-0056-1,2020-01-21,56,24,F,신용카드,288000,2,1,드로잉 펜 6종세트
2020-01-22-0055-1,2020-01-22,55,23,T,신용카드,1725000,14,4,만년필
2020-01-23-0030-1,2020-01-23,30,18,F,계좌이체,180000,8,3,다이어리
2020-01-23-0002-1,2020-01-23,2,368,F,계좌이체,2024000,12,3,리필 종이
2020-01-23-0101-1,2020-01-23,101,21,T,카카오페이,945000,18,4,깃펜 세트
2020-01-23-0103-1,2020-01-23,103,403,F,계좌이체,2216500,12,3,리필 종이
2020-01-23-0065-1,2020-01-23,65,16,T,카카오페이,960000,13,4,만년필
2020-01-25-0101-1,2020-01-25,101,2,F,신용카드,90000,18,4,깃펜 세트
2020-01-25-0027-1,2020-01-25,27,86,F,신용카드,2322000,6,2,가죽 필통
2020-01-26-0030-1,2020-01-26,30,288,F,신용카드,144000,16,4,연필
2020-01-26-0045-1,2020-01-26,45,64,F,신용카드,768000,2,1,드로잉 펜 6종세트
2020-01-27-0063-1,2020-01-27,63,4,T,계좌이체,180000,18,4,깃펜 세트
2020-01-27-0066-1,2020-01-27,66,5,F,신용카드,400000,11,3,실험 일지 세트
2020-01-27-0095-1,2020-01-27,95,21,F,신용카드,525000,5,2,가죽 필통
2020-01-28-0020-1,2020-01-28,20,22,F,신용카드,1100000,15,4,탄생석 펜
2020-01-28-0023-1,2020-01-28,23,14,F,카카오페이,840000,13,4,만년필
2020-01-29-0051-1,2020-01-29,51,21,F,계좌이체,115500,12,3,리필 종이
2020-01-29-0021-1,2020-01-29,21,88,F,신용카드,2376000,6,2,가죽 필통
2020-01-29-0046-1,2020-01-29,46,9,T,신용카드,675000,14,4,만년필
2020-01-29-0023-1,2020-01-29,23,4,T,신용카드,320000,11,3,실험 일지 세트
2020-01-30-0022-1,2020-01-30,22,349,F,계좌이체,1919500,12,3,리필 종이
2020-01-30-0018-1,2020-01-30,18,58,F,신용카드,1450000,5,2,가죽 필통
2020-01-30-0004-1,2020-01-30,4,13,T,신용카드,455000,10,3,잠금장치 노트
2020-01-31-0102-1,2020-01-31,102,468,F,신용카드,1872000,17,4,지우개 세트
2020-01-31-0003-1,2020-01-31,3,9,F,계좌이체,198000,9,3,잠금장치 노트
2020-01-31-0051-1,2020-01-31,51,45,T,신용카드,1125000,5,2,가죽 필통
2020-02-01-0041-1,2020-02-01,41,41,F,계좌이체,1107000,6,2,가죽 필통
2020-02-01-0070-1,2020-02-01,70,36,T,신용카드,54000,7,3,양장노트
2020-02-02-0099-1,2020-02-02,99,9,T,신용카드,720000,11,3,실험 일지 세트
2020-02-02-0062-1,2020-02-02,62,12,T,계좌이체,600000,15,4,탄생석 펜
2020-02-02-0073-1,2020-02-02,73,13,T,신용카드,975000,14,4,만년필
2020-02-02-0070-1,2020-02-02,70,11,T,카카오페이,385000,10,3,잠금장치 노트
2020-02-02-0033-1,2020-02-02,33,3,T,계좌이체,150000,15,4,탄생석 펜
2020-02-02-0042-1,2020-02-02,42,20,F,신용카드,700000,10,3,잠금장치 노트
2020-02-02-0114-1,2020-02-02,114,14,T,계좌이체,1120000,11,3,실험 일지 세트
2020-02-03-0053-1,2020-02-03,53,89,T,신용카드,133500,7,3,양장노트
2020-02-03-0106-1,2020-02-03,106,10,F,카카오페이,750000,14,4,만년필
2020-02-04-0071-1,2020-02-04,71,237,T,신용카드,1185000,1,1,색연필 세트
2020-02-04-0101-1,2020-02-04,101,12,F,카카오페이,420000,10,3,잠금장치 노트
2020-02-05-0002-1,2020-02-05,2,16,F,신용카드,80000,4,1,연필 세트
2020-02-05-0068-1,2020-02-05,68,2,T,계좌이체,100000,15,4,탄생석 펜
2020-02-05-0099-1,2020-02-05,99,2,T,카카오페이,100000,15,4,탄생석 펜
2020-02-05-0028-1,2020-02-05,28,58,T,계좌이체,1450000,5,2,가죽 필통
2020-02-06-0116-1,2020-02-06,116,94,F,계좌이체,2350000,5,2,가죽 필통
2020-02-07-0031-1,2020-02-07,31,71,T,신용카드,355000,4,1,연필 세트
2020-02-09-0115-1,2020-02-09,115,97,T,계좌이체,145500,7,3,양장노트
2020-02-09-0061-1,2020-02-09,61,80,T,신용카드,400000,4,1,연필 세트
2020-02-09-0033-1,2020-02-09,33,63,F,계좌이체,1071000,3,1,드로잉 펜 8종 세트
2020-02-10-0057-1,2020-02-10,57,21,T,계좌이체,462000,9,3,잠금장치 노트
2020-02-10-0028-1,2020-02-10,28,23,T,신용카드,1150000,15,4,탄생석 펜
2020-02-10-0123-1,2020-02-10,123,67,F,신용카드,1139000,3,1,드로잉 펜 8종 세트
2020-02-10-0044-1,2020-02-10,44,10,T,카카오페이,450000,18,4,깃펜 세트
2020-02-10-0077-1,2020-02-10,77,320,F,신용카드,1760000,12,3,리필 종이
2020-02-10-0016-1,2020-02-10,16,69,T,카카오페이,103500,7,3,양장노트
2020-02-11-0088-1,2020-02-11,88,385,F,신용카드,2117500,12,3,리필 종이
2020-02-11-0069-1,2020-02-11,69,23,F,신용카드,506000,9,3,잠금장치 노트
2020-02-11-0003-1,2020-02-11,3,44,F,계좌이체,748000,3,1,드로잉 펜 8종 세트
2020-02-11-0098-1,2020-02-11,98,99,F,계좌이체,544500,12,3,리필 종이
2020-02-11-0055-1,2020-02-11,55,8,F,신용카드,176000,9,3,잠금장치 노트
2020-02-12-0026-1,2020-02-12,26,53,F,신용카드,265000,4,1,연필 세트
2020-02-12-0043-1,2020-02-12,43,1,T,신용카드,60000,13,4,만년필
2020-02-12-0067-1,2020-02-12,67,134,F,카카오페이,737000,12,3,리필 종이
2020-02-12-0056-1,2020-02-12,56,20,F,계좌이체,240000,2,1,드로잉 펜 6종세트
2020-02-13-0118-1,2020-02-13,118,91,F,신용카드,455000,4,1,연필 세트
2020-02-13-0106-1,2020-02-13,106,16,T,카카오페이,800000,15,4,탄생석 펜
2020-02-13-0072-1,2020-02-13,72,52,F,신용카드,260000,1,1,색연필 세트
2020-02-14-0061-1,2020-02-14,61,132,F,카카오페이,528000,17,4,지우개 세트
2020-02-14-0013-1,2020-02-14,13,70,T,계좌이체,350000,4,1,연필 세트
2020-02-14-0037-1,2020-02-14,37,19,F,계좌이체,855000,18,4,깃펜 세트
2020-02-14-0006-1,2020-02-14,6,21,T,신용카드,462000,9,3,잠금장치 노트
2020-02-15-0048-1,2020-02-15,48,11,T,카카오페이,660000,13,4,만년필
2020-02-16-0067-1,2020-02-16,67,5,F,계좌이체,175000,10,3,잠금장치 노트
2020-02-17-0069-1,2020-02-17,69,9,T,계좌이체,90000,8,3,다이어리
2020-02-17-0081-1,2020-02-17,81,14,T,신용카드,308000,9,3,잠금장치 노트
2020-02-17-0068-1,2020-02-17,68,99,F,신용카드,1188000,2,1,드로잉 펜 6종세트
2020-02-17-0062-1,2020-02-17,62,54,F,신용카드,918000,3,1,드로잉 펜 8종 세트
2020-02-18-0086-1,2020-02-18,86,24,F,신용카드,1200000,15,4,탄생석 펜
2020-02-18-0082-1,2020-02-18,82,16,F,계좌이체,352000,9,3,잠금장치 노트
2020-02-18-0061-1,2020-02-18,61,90,F,계좌이체,1080000,2,1,드로잉 펜 6종세트
2020-02-18-0009-1,2020-02-18,9,11,F,신용카드,55000,4,1,연필 세트
2020-02-18-0120-1,2020-02-18,120,22,F,신용카드,1100000,15,4,탄생석 펜
2020-02-19-0024-1,2020-02-19,24,17,T,계좌이체,595000,10,3,잠금장치 노트
2020-02-19-0103-1,2020-02-19,103,39,T,계좌이체,58500,7,3,양장노트
2020-02-20-0031-1,2020-02-20,31,24,T,신용카드,1080000,18,4,깃펜 세트
2020-02-20-0060-1,2020-02-20,60,20,T,신용카드,1500000,14,4,만년필
2020-02-21-0100-1,2020-02-21,100,195,F,신용카드,97500,16,4,연필
2020-02-21-0053-1,2020-02-21,53,15,T,계좌이체,75000,4,1,연필 세트
2020-02-21-0037-1,2020-02-21,37,188,F,신용카드,1034000,12,3,리필 종이
2020-02-22-0087-1,2020-02-22,87,12,F,신용카드,144000,2,1,드로잉 펜 6종세트
2020-02-22-0042-1,2020-02-22,42,6,T,카카오페이,360000,13,4,만년필
2020-02-22-0098-1,2020-02-22,98,16,T,계좌이체,352000,9,3,잠금장치 노트
2020-02-22-0008-1,2020-02-22,8,10,F,계좌이체,500000,15,4,탄생석 펜
2020-02-22-0079-1,2020-02-22,79,25,T,계좌이체,1125000,18,4,깃펜 세트
2020-02-23-0104-1,2020-02-23,104,12,T,신용카드,720000,13,4,만년필
2020-02-23-0089-1,2020-02-23,89,111,F,신용카드,555000,1,1,색연필 세트
2020-02-23-0067-1,2020-02-23,67,34,F,계좌이체,408000,2,1,드로잉 펜 6종세트
2020-02-23-0067-2,2020-02-23,67,440,F,계좌이체,2420000,12,3,리필 종이
2020-02-23-0036-1,2020-02-23,36,19,F,계좌이체,1425000,14,4,만년필
2020-02-24-0025-1,2020-02-24,25,14,T,신용카드,490000,10,3,잠금장치 노트
2020-02-24-0058-1,2020-02-24,58,17,F,신용카드,170000,8,3,다이어리
2020-02-24-0060-1,2020-02-24,60,297,T,계좌이체,1485000,1,1,색연필 세트
2020-02-25-0047-1,2020-02-25,47,259,F,신용카드,1036000,17,4,지우개 세트
2020-02-26-0018-1,2020-02-26,18,5,T,신용카드,300000,13,4,만년필
2020-02-26-0053-1,2020-02-26,53,3,T,계좌이체,150000,15,4,탄생석 펜
2020-02-27-0087-1,2020-02-27,87,19,T,계좌이체,1520000,11,3,실험 일지 세트
2020-02-28-0046-1,2020-02-28,46,383,F,신용카드,2106500,12,3,리필 종이
2020-02-28-0101-1,2020-02-28,101,182,F,계좌이체,91000,16,4,연필
2020-02-29-0107-1,2020-02-29,107,12,T,신용카드,960000,11,3,실험 일지 세트
2020-02-29-0108-1,2020-02-29,108,77,F,신용카드,924000,2,1,드로잉 펜 6종세트
2020-02-29-0061-1,2020-02-29,61,21,F,신용카드,115500,12,3,리필 종이
2020-03-01-0038-1,2020-03-01,38,15,T,계좌이체,525000,10,3,잠금장치 노트
2020-03-01-0065-1,2020-03-01,65,99,F,신용카드,2475000,5,2,가죽 필통
2020-03-01-0070-1,2020-03-01,70,24,T,신용카드,1200000,15,4,탄생석 펜
2020-03-01-0029-1,2020-03-01,29,49,F,신용카드,1225000,5,2,가죽 필통
2020-03-01-0029-2,2020-03-01,29,343,F,신용카드,1886500,12,3,리필 종이
2020-03-02-0091-1,2020-03-02,91,5,T,신용카드,7500,7,3,양장노트
2020-03-03-0136-1,2020-03-03,136,403,F,신용카드,2216500,12,3,리필 종이
2020-03-03-0097-1,2020-03-03,97,1,T,신용카드,60000,13,4,만년필
2020-03-03-0133-1,2020-03-03,133,17,T,계좌이체,374000,9,3,잠금장치 노트
2020-03-03-0065-1,2020-03-03,65,17,F,계좌이체,170000,8,3,다이어리
2020-03-03-0121-1,2020-03-03,121,177,F,계좌이체,88500,16,4,연필
2020-03-05-0099-1,2020-03-05,99,51,F,신용카드,612000,2,1,드로잉 펜 6종세트
2020-03-05-0124-1,2020-03-05,124,15,T,계좌이체,22500,7,3,양장노트
2020-03-05-0124-2,2020-03-05,124,63,T,계좌이체,94500,7,3,양장노트
2020-03-05-0071-1,2020-03-05,71,15,F,신용카드,1125000,14,4,만년필
2020-03-05-0057-1,2020-03-05,57,10,T,계좌이체,100000,8,3,다이어리
2020-03-06-0114-1,2020-03-06,114,23,T,카카오페이,115000,4,1,연필 세트
2020-03-06-0091-1,2020-03-06,91,78,F,신용카드,936000,2,1,드로잉 펜 6종세트
2020-03-07-0069-1,2020-03-07,69,2,F,계좌이체,90000,18,4,깃펜 세트
2020-03-08-0046-1,2020-03-08,46,68,F,신용카드,816000,2,1,드로잉 펜 6종세트
2020-03-08-0049-1,2020-03-08,49,2,T,신용카드,20000,8,3,다이어리
2020-03-08-0071-1,2020-03-08,71,6,F,계좌이체,300000,15,4,탄생석 펜
2020-03-08-0072-1,2020-03-08,72,445,F,계좌이체,2447500,12,3,리필 종이
2020-03-08-0097-1,2020-03-08,97,123,F,신용카드,492000,17,4,지우개 세트
2020-03-08-0122-1,2020-03-08,122,247,F,계좌이체,123500,16,4,연필
2020-03-09-0121-1,2020-03-09,121,14,F,카카오페이,490000,10,3,잠금장치 노트
2020-03-09-0012-1,2020-03-09,12,226,F,신용카드,904000,17,4,지우개 세트
2020-03-09-0058-1,2020-03-09,58,14,F,신용카드,1120000,11,3,실험 일지 세트
2020-03-10-0138-1,2020-03-10,138,49,F,신용카드,833000,3,1,드로잉 펜 8종 세트
2020-03-10-0033-1,2020-03-10,33,13,T,신용카드,780000,13,4,만년필
2020-03-10-0129-1,2020-03-10,129,97,T,계좌이체,145500,7,3,양장노트
2020-03-10-0061-1,2020-03-10,61,349,F,계좌이체,174500,16,4,연필
2020-03-11-0074-1,2020-03-11,74,81,F,계좌이체,972000,2,1,드로잉 펜 6종세트
2020-03-11-0070-1,2020-03-11,70,6,F,카카오페이,450000,14,4,만년필
2020-03-11-0008-1,2020-03-11,8,19,F,계좌이체,475000,5,2,가죽 필통
2020-03-11-0128-1,2020-03-11,128,17,F,계좌이체,850000,15,4,탄생석 펜
2020-03-12-0075-1,2020-03-12,75,4,F,계좌이체,200000,15,4,탄생석 펜
2020-03-13-0078-1,2020-03-13,78,15,F,계좌이체,900000,13,4,만년필
2020-03-13-0133-1,2020-03-13,133,300,F,신용카드,1200000,17,4,지우개 세트
2020-03-13-0066-1,2020-03-13,66,64,F,신용카드,256000,17,4,지우개 세트
2020-03-13-0062-1,2020-03-13,62,5,F,신용카드,175000,10,3,잠금장치 노트
2020-03-13-0102-1,2020-03-13,102,459,F,계좌이체,229500,16,4,연필
2020-03-13-0040-1,2020-03-13,40,53,F,카카오페이,265000,4,1,연필 세트
2020-03-14-0108-1,2020-03-14,108,61,T,계좌이체,91500,7,3,양장노트
2020-03-14-0094-1,2020-03-14,94,62,T,신용카드,93000,7,3,양장노트
2020-03-14-0049-1,2020-03-14,49,20,T,카카오페이,440000,9,3,잠금장치 노트
2020-03-14-0086-1,2020-03-14,86,208,F,신용카드,104000,16,4,연필
2020-03-14-0026-1,2020-03-14,26,11,T,신용카드,242000,9,3,잠금장치 노트
2020-03-15-0065-1,2020-03-15,65,16,F,신용카드,720000,18,4,깃펜 세트
2020-03-15-0008-1,2020-03-15,8,100,F,계좌이체,150000,7,3,양장노트
2020-03-15-0097-1,2020-03-15,97,45,F,계좌이체,247500,12,3,리필 종이
2020-03-15-0032-1,2020-03-15,32,48,F,신용카드,264000,12,3,리필 종이
2020-03-15-0057-1,2020-03-15,57,322,F,신용카드,1288000,17,4,지우개 세트
2020-03-15-0068-1,2020-03-15,68,80,F,신용카드,440000,12,3,리필 종이
2020-03-15-0034-1,2020-03-15,34,20,F,계좌이체,900000,18,4,깃펜 세트
2020-03-16-0115-1,2020-03-16,115,48,F,신용카드,72000,7,3,양장노트
2020-03-16-0068-1,2020-03-16,68,485,F,카카오페이,1940000,17,4,지우개 세트
2020-03-17-0089-1,2020-03-17,89,1,F,계좌이체,12000,2,1,드로잉 펜 6종세트
2020-03-17-0108-1,2020-03-17,108,8,F,신용카드,280000,10,3,잠금장치 노트
2020-03-17-0050-1,2020-03-17,50,17,T,계좌이체,595000,10,3,잠금장치 노트
2020-03-17-0027-1,2020-03-17,27,15,T,신용카드,1200000,11,3,실험 일지 세트
2020-03-17-0084-1,2020-03-17,84,61,F,신용카드,335500,12,3,리필 종이
2020-03-17-0104-1,2020-03-17,104,67,F,계좌이체,268000,17,4,지우개 세트
2020-03-18-0125-1,2020-03-18,125,1,T,계좌이체,80000,11,3,실험 일지 세트
2020-03-18-0062-1,2020-03-18,62,36,T,신용카드,54000,7,3,양장노트
2020-03-18-0020-1,2020-03-18,20,24,F,신용카드,1200000,15,4,탄생석 펜
2020-03-18-0011-1,2020-03-18,11,15,T,계좌이체,150000,8,3,다이어리
2020-03-19-0130-1,2020-03-19,130,41,T,카카오페이,61500,7,3,양장노트
2020-03-19-0112-1,2020-03-19,112,169,F,카카오페이,676000,17,4,지우개 세트
2020-03-20-0121-1,2020-03-20,121,87,F,신용카드,1044000,2,1,드로잉 펜 6종세트
2020-03-20-0035-1,2020-03-20,35,208,F,계좌이체,104000,16,4,연필
2020-03-20-0014-1,2020-03-20,14,2,F,신용카드,24000,2,1,드로잉 펜 6종세트
2020-03-20-0069-1,2020-03-20,69,48,F,계좌이체,240000,4,1,연필 세트
2020-03-20-0080-1,2020-03-20,80,84,F,신용카드,1428000,3,1,드로잉 펜 8종 세트
2020-03-20-0086-1,2020-03-20,86,218,F,신용카드,1199000,12,3,리필 종이
2020-03-21-0080-1,2020-03-21,80,5,T,신용카드,175000,10,3,잠금장치 노트
2020-03-21-0066-1,2020-03-21,66,322,F,계좌이체,1288000,17,4,지우개 세트
2020-03-21-0069-1,2020-03-21,69,6,T,계좌이체,132000,9,3,잠금장치 노트
2020-03-21-0078-1,2020-03-21,78,8,T,계좌이체,176000,9,3,잠금장치 노트
2020-03-21-0041-1,2020-03-21,41,42,F,계좌이체,504000,2,1,드로잉 펜 6종세트
2020-03-21-0093-1,2020-03-21,93,397,F,신용카드,1985000,1,1,색연필 세트
2020-03-22-0045-1,2020-03-22,45,52,F,신용카드,1300000,5,2,가죽 필통
2020-03-22-0044-1,2020-03-22,44,165,T,신용카드,825000,1,1,색연필 세트
2020-03-22-0065-1,2020-03-22,65,79,F,신용카드,1343000,3,1,드로잉 펜 8종 세트
2020-03-22-0101-1,2020-03-22,101,19,F,카카오페이,190000,8,3,다이어리
2020-03-23-0070-1,2020-03-23,70,78,F,계좌이체,1326000,3,1,드로잉 펜 8종 세트
2020-03-23-0111-1,2020-03-23,111,15,T,계좌이체,750000,15,4,탄생석 펜
2020-03-23-0119-1,2020-03-23,119,31,F,카카오페이,372000,2,1,드로잉 펜 6종세트
2020-03-23-0045-1,2020-03-23,45,10,F,계좌이체,170000,3,1,드로잉 펜 8종 세트
2020-03-24-0135-1,2020-03-24,135,11,F,카카오페이,187000,3,1,드로잉 펜 8종 세트
2020-03-24-0024-1,2020-03-24,24,11,T,신용카드,242000,9,3,잠금장치 노트
2020-03-24-0011-1,2020-03-24,11,81,F,신용카드,972000,2,1,드로잉 펜 6종세트
2020-03-24-0042-1,2020-03-24,42,19,F,신용카드,1520000,11,3,실험 일지 세트
2020-03-24-0001-1,2020-03-24,1,373,F,계좌이체,1865000,1,1,색연필 세트
2020-03-24-0066-1,2020-03-24,66,1,T,계좌이체,75000,14,4,만년필
2020-03-24-0124-1,2020-03-24,124,16,T,신용카드,80000,4,1,연필 세트
2020-03-25-0142-1,2020-03-25,142,358,T,신용카드,1790000,1,1,색연필 세트
2020-03-25-0129-1,2020-03-25,129,360,F,신용카드,1440000,17,4,지우개 세트
2020-03-25-0024-1,2020-03-25,24,47,F,카카오페이,235000,4,1,연필 세트
2020-03-25-0044-1,2020-03-25,44,186,F,계좌이체,1023000,12,3,리필 종이
2020-03-25-0092-1,2020-03-25,92,94,F,신용카드,470000,4,1,연필 세트
2020-03-26-0094-1,2020-03-26,94,16,T,카카오페이,960000,13,4,만년필
2020-03-26-0018-1,2020-03-26,18,17,F,신용카드,1360000,11,3,실험 일지 세트
2020-03-27-0062-1,2020-03-27,62,23,F,신용카드,805000,10,3,잠금장치 노트
2020-03-27-0050-1,2020-03-27,50,39,T,신용카드,58500,7,3,양장노트
2020-03-27-0079-1,2020-03-27,79,75,F,신용카드,412500,12,3,리필 종이
2020-03-27-0118-1,2020-03-27,118,1,F,계좌이체,22000,9,3,잠금장치 노트
2020-03-27-0021-1,2020-03-27,21,24,F,계좌이체,36000,7,3,양장노트
2020-03-27-0073-1,2020-03-27,73,82,F,신용카드,123000,7,3,양장노트
2020-03-27-0062-2,2020-03-27,62,84,F,신용카드,2268000,6,2,가죽 필통
2020-03-27-0023-1,2020-03-27,23,348,F,계좌이체,1392000,17,4,지우개 세트
2020-03-27-0012-1,2020-03-27,12,149,F,계좌이체,596000,17,4,지우개 세트
2020-03-28-0139-1,2020-03-28,139,69,F,카카오페이,1725000,5,2,가죽 필통
2020-03-28-0107-1,2020-03-28,107,15,F,신용카드,375000,5,2,가죽 필통
2020-03-28-0003-1,2020-03-28,3,40,F,신용카드,60000,7,3,양장노트
2020-03-28-0080-1,2020-03-28,80,17,T,신용카드,1275000,14,4,만년필
2020-03-28-0098-1,2020-03-28,98,23,T,신용카드,1150000,15,4,탄생석 펜
2020-03-28-0080-2,2020-03-28,80,12,T,신용카드,264000,9,3,잠금장치 노트
2020-03-28-0053-1,2020-03-28,53,94,F,신용카드,1128000,2,1,드로잉 펜 6종세트
2020-03-28-0004-1,2020-03-28,4,7,F,신용카드,154000,9,3,잠금장치 노트
2020-03-28-0067-1,2020-03-28,67,86,T,계좌이체,2150000,5,2,가죽 필통
2020-03-28-0018-1,2020-03-28,18,54,T,신용카드,270000,4,1,연필 세트
2020-03-29-0135-1,2020-03-29,135,307,F,신용카드,153500,16,4,연필
2020-03-29-0130-1,2020-03-29,130,473,F,신용카드,2601500,12,3,리필 종이
2020-03-29-0096-1,2020-03-29,96,20,T,신용카드,440000,9,3,잠금장치 노트
2020-03-29-0094-1,2020-03-29,94,291,F,신용카드,1600500,12,3,리필 종이
2020-03-29-0022-1,2020-03-29,22,50,F,계좌이체,275000,12,3,리필 종이
2020-03-30-0138-1,2020-03-30,138,18,T,신용카드,1440000,11,3,실험 일지 세트
2020-03-31-0092-1,2020-03-31,92,237,T,신용카드,1185000,1,1,색연필 세트
2020-03-31-0084-1,2020-03-31,84,153,T,신용카드,765000,1,1,색연필 세트
2020-03-31-0010-1,2020-03-31,10,111,F,계좌이체,55500,16,4,연필
2020-04-01-0097-1,2020-04-01,97,12,F,카카오페이,420000,10,3,잠금장치 노트
2020-04-01-0027-1,2020-04-01,27,20,F,신용카드,700000,10,3,잠금장치 노트
2020-04-02-0063-1,2020-04-02,63,18,F,계좌이체,180000,8,3,다이어리
2020-04-03-0097-1,2020-04-03,97,9,F,신용카드,315000,10,3,잠금장치 노트
2020-04-03-0135-1,2020-04-03,135,38,T,신용카드,57000,7,3,양장노트
2020-04-04-0105-1,2020-04-04,105,60,F,계좌이체,90000,7,3,양장노트
2020-04-05-0053-1,2020-04-05,53,2,T,신용카드,120000,13,4,만년필
2020-04-05-0011-1,2020-04-05,11,95,F,신용카드,1615000,3,1,드로잉 펜 8종 세트
2020-04-06-0140-1,2020-04-06,140,15,F,계좌이체,405000,6,2,가죽 필통
2020-04-06-0043-1,2020-04-06,43,78,F,계좌이체,936000,2,1,드로잉 펜 6종세트
2020-04-06-0054-1,2020-04-06,54,2,T,카카오페이,44000,9,3,잠금장치 노트
2020-04-06-0155-1,2020-04-06,155,4,F,카카오페이,88000,9,3,잠금장치 노트
2020-04-08-0138-1,2020-04-08,138,187,F,계좌이체,1028500,12,3,리필 종이
2020-04-08-0131-1,2020-04-08,131,25,T,신용카드,875000,10,3,잠금장치 노트
2020-04-09-0029-1,2020-04-09,29,449,F,신용카드,1796000,17,4,지우개 세트
2020-04-09-0020-1,2020-04-09,20,98,F,신용카드,1176000,2,1,드로잉 펜 6종세트
2020-04-09-0001-1,2020-04-09,1,10,F,카카오페이,100000,8,3,다이어리
2020-04-09-0147-1,2020-04-09,147,57,F,신용카드,684000,2,1,드로잉 펜 6종세트
2020-04-10-0116-1,2020-04-10,116,262,F,카카오페이,1441000,12,3,리필 종이
